gene	chrom	exon_start	exon_end	splice_start	splice_end
PKHD1	6	51903986	51904042	51903978	51904050
PKHD1	6	51903597	51903727	51903589	51903735
PKHD1	6	51887133	51887245	51887125	51887253
PKHD1	6	51885867	51885972	51885859	51885980
PKHD1	6	51883093	51883227	51883085	51883235
PKHD1	6	51870504	51870639	51870496	51870647
PKHD1	6	51867863	51868109	51867855	51868117
PKHD1	6	51855893	51856070	51855885	51856078
PKHD1	6	51847775	51847970	51847767	51847978
PKHD1	6	51836404	51836469	51836396	51836477
PKHD1	6	51830861	51830989	51830853	51830997
PKHD1	6	51791236	51791373	51791228	51791381
PKHD1	6	51775808	51775921	51775800	51775929
PKHD1	6	51772702	51772789	51772694	51772797
PKHD1	6	51754784	51754938	51754776	51754946
PKHD1	6	51753201	51753353	51753193	51753361
PKHD1	6	51747787	51748665	51747779	51748673
PKHD1	6	51746721	51746889	51746713	51746897
PKHD1	6	51744385	51744542	51744377	51744550
PKHD1	6	51658952	51659969	51658944	51659977
PKHD1	6	51649085	51649220	51649077	51649228
PKHD1	6	51648031	51648118	51648023	51648126
PKHD1	6	51638849	51638956	51638841	51638964
PKHD1	6	51632565	51632723	51632557	51632731
PKHD1	6	51626997	51627116	51626989	51627124
PKHD1	6	51615299	51619520	51615291	51619528
SLC12A3	16	56865207	56865517	56865199	56865525
SLC12A3	16	56867070	56867216	56867062	56867224
SLC12A3	16	56868297	56868372	56868289	56868380
SLC12A3	16	56869729	56869824	56869721	56869832
SLC12A3	16	56870096	56870235	56870088	56870243
SLC12A3	16	56870626	56870736	56870618	56870744
SLC12A3	16	56872351	56872462	56872343	56872470
SLC12A3	16	56872656	56872786	56872648	56872794
SLC12A3	16	56878077	56878161	56878069	56878169
SLC12A3	16	56879073	56879227	56879065	56879235
SLC12A3	16	56879542	56879649	56879534	56879657
SLC12A3	16	56880130	56880253	56880122	56880261
SLC12A3	16	56882396	56882497	56882388	56882505
SLC12A3	16	56884049	56884204	56884041	56884212
SLC12A3	16	56885265	56885364	56885257	56885372
SLC12A3	16	56886364	56886475	56886356	56886483
SLC12A3	16	56886953	56887093	56886945	56887101
SLC12A3	16	56887925	56888031	56887917	56888039
SLC12A3	16	56890274	56890356	56890266	56890364
SLC12A3	16	56892083	56892133	56892075	56892141
SLC12A3	16	56892953	56893054	56892945	56893062
SLC12A3	16	56894531	56894642	56894523	56894650
SLC12A3	16	56899530	56899616	56899522	56899624
SLC12A3	16	56902373	56902508	56902365	56902516
SLC12A3	16	56904395	56904462	56904387	56904470
SLC12A3	16	56913264	56915850	56913256	56915858
SLC4A1	17	44268054	44268135	44268046	44268143
SLC4A1	17	44262852	44262934	44262844	44262942
SLC4A1	17	44262636	44262726	44262628	44262734
SLC4A1	17	44261575	44261636	44261567	44261644
SLC4A1	17	44260635	44260815	44260627	44260823
SLC4A1	17	44260404	44260539	44260396	44260547
SLC4A1	17	44259809	44259932	44259801	44259940
SLC4A1	17	44259497	44259581	44259489	44259589
SLC4A1	17	44259163	44259344	44259155	44259352
SLC4A1	17	44258413	44258623	44258405	44258631
SLC4A1	17	44257986	44258180	44257978	44258188
SLC4A1	17	44257659	44257807	44257651	44257815
SLC4A1	17	44257350	44257544	44257342	44257552
SLC4A1	17	44255673	44255846	44255665	44255854
SLC4A1	17	44255207	44255296	44255199	44255304
SLC4A1	17	44254496	44254662	44254488	44254670
SLC4A1	17	44253118	44253371	44253110	44253379
SLC4A1	17	44251419	44251588	44251411	44251596
SLC4A1	17	44251159	44251332	44251151	44251340
SLC4A1	17	44248390	44250538	44248382	44250546
TMEM67	8	93754894	93755137	93754886	93755145
TMEM67	8	93755778	93755866	93755770	93755874
TMEM67	8	93758483	93758576	93758475	93758584
TMEM67	8	93763842	93763941	93763834	93763949
TMEM67	8	93765406	93765475	93765398	93765483
TMEM67	8	93765572	93765646	93765564	93765654
TMEM67	8	93772589	93772651	93772581	93772659
TMEM67	8	93780593	93780747	93780585	93780755
TMEM67	8	93780874	93780982	93780866	93780990
TMEM67	8	93781658	93781744	93781650	93781752
TMEM67	8	93782395	93782460	93782387	93782468
TMEM67	8	93785222	93785378	93785214	93785386
TMEM67	8	93786223	93786346	93786215	93786354
TMEM67	8	93787844	93787949	93787836	93787957
TMEM67	8	93791263	93791319	93791255	93791327
TMEM67	8	93793198	93793296	93793190	93793304
TMEM67	8	93795409	93795507	93795401	93795515
TMEM67	8	93795901	93795987	93795893	93795995
TMEM67	8	93797134	93797233	93797126	93797241
TMEM67	8	93797331	93797470	93797323	93797478
TMEM67	8	93799618	93799758	93799610	93799766
TMEM67	8	93803604	93803684	93803596	93803692
TMEM67	8	93804762	93804878	93804754	93804886
TMEM67	8	93808840	93808956	93808832	93808964
TMEM67	8	93809057	93809161	93809049	93809169
TMEM67	8	93809785	93809887	93809777	93809895
TMEM67	8	93815305	93815447	93815297	93815455
TMEM67	8	93816372	93818121	93816364	93818129
TRPC6	11	101583334	101584007	101583326	101584015
TRPC6	11	101504024	101504798	101504016	101504806
TRPC6	11	101491556	101491738	101491548	101491746
TRPC6	11	101488937	101489101	101488929	101489109
TRPC6	11	101482949	101483165	101482941	101483173
TRPC6	11	101476301	101476534	101476293	101476542
TRPC6	11	101473509	101473773	101473501	101473781
TRPC6	11	101472137	101472332	101472129	101472340
TRPC6	11	101471183	101471386	101471175	101471394
TRPC6	11	101469427	101469501	101469419	101469509
TRPC6	11	101455018	101455101	101455010	101455109
TRPC6	11	101453650	101453725	101453642	101453733
TRPC6	11	101451564	101453106	101451556	101453114
UMOD	16	20352689	20352715	20352681	20352723
UMOD	16	20350650	20350839	20350642	20350847
UMOD	16	20348436	20349212	20348428	20349220
UMOD	16	20348223	20348330	20348215	20348338
UMOD	16	20346126	20346334	20346118	20346342
UMOD	16	20344024	20344172	20344016	20344180
UMOD	16	20341091	20341336	20341083	20341344
UMOD	16	20337291	20337453	20337283	20337461
UMOD	16	20336646	20336727	20336638	20336735
UMOD	16	20335482	20335520	20335474	20335528
UMOD	16	20333051	20333375	20333043	20333383
WT1	11	32434700	32435539	32434692	32435547
WT1	11	32428497	32428619	32428489	32428627
WT1	11	32427956	32428058	32427948	32428066
WT1	11	32417577	32417654	32417569	32417662
WT1	11	32416490	32416540	32416482	32416548
WT1	11	32399948	32400044	32399940	32400052
WT1	11	32396257	32396407	32396249	32396415
WT1	11	32392666	32392755	32392658	32392763
WT1	11	32391972	32392064	32391964	32392072
WT1	11	32387775	32389179	32387767	32389187
