chrom	start	end	gene	feature_type
6	52050157	52050295	PKHD1	Exon/CDS
6	52050296	52053075	PKHD1	Intron
6	52053076	52053251	PKHD1	Exon/CDS
6	52053252	52054037	PKHD1	Intron
6	52054038	52054165	PKHD1	Exon/CDS
6	52054166	52055586	PKHD1	Intron
6	52055587	52055729	PKHD1	Exon/CDS
6	52055730	52056697	PKHD1	Intron
6	52056698	52056788	PKHD1	Exon/CDS
6	52056789	52056889	PKHD1	Intron
6	52056890	52056979	PKHD1	Exon/CDS
6	52056980	52058322	PKHD1	Intron
6	52058323	52058601	PKHD1	Exon/CDS
6	52058602	52059927	PKHD1	Intron
6	52059928	52060042	PKHD1	Exon/CDS
6	52060043	52062518	PKHD1	Intron
6	52062519	52062660	PKHD1	Exon/CDS
6	52062661	52064954	PKHD1	Intron
6	52064955	52065050	PKHD1	Exon/CDS
6	52065051	52065975	PKHD1	Intron
6	52065976	52066077	PKHD1	Exon/CDS
6	52066078	52069456	PKHD1	Intron
6	52069457	52069527	PKHD1	Exon/CDS
6	52069528	52070405	PKHD1	Intron
6	52070406	52070445	PKHD1	Exon/CDS
6	52070446	52071005	PKHD1	Intron
6	52071006	52071070	PKHD1	Exon/CDS
6	52071071	52072114	PKHD1	Intron
6	52072115	52072189	PKHD1	Exon/CDS
6	52072190	52073462	PKHD1	Intron
6	52073463	52073541	PKHD1	Exon/CDS
6	52073542	52076275	PKHD1	Intron
6	52076276	52076333	PKHD1	Exon/CDS
6	52076334	52079899	PKHD1	Intron
6	52079900	52080008	PKHD1	Exon/CDS
6	52080009	52082391	PKHD1	Intron
6	52082392	52082542	PKHD1	Exon/CDS
6	52082543	52083177	PKHD1	Intron
6	52083178	52083255	PKHD1	Exon/CDS
6	52083256	52084881	PKHD1	Intron
6	52084882	52084933	PKHD1	Exon/CDS
6	52084934	52087613	PKHD1	UTR5
6	52087614	52097613	PKHD1	Flanking UP
6	135273407	135283406	AHI1	Flanking Down
6	135283407	135285644	AHI1	UTR3
6	135285645	135285647	AHI1	Exon/CDS
6	135285648	135290422	AHI1	Intron
6	135290423	135290525	AHI1	Exon/CDS
6	135290526	135300499	AHI1	Intron
6	135300500	135300558	AHI1	Exon/CDS
6	135300559	135318518	AHI1	Intron
6	135318519	135318616	AHI1	Exon/CDS
6	135318617	135323161	AHI1	Intron
6	135323162	135323324	AHI1	Exon/CDS
6	135323325	135358131	AHI1	Intron
6	135358132	135358187	AHI1	Exon/CDS
6	135358188	135394775	AHI1	Intron
6	135394776	135394896	AHI1	Exon/CDS
6	135394897	135404950	AHI1	Intron
6	135404951	135404977	AHI1	Exon/CDS
6	135404978	135411347	AHI1	Intron
6	135411348	135411544	AHI1	Exon/CDS
6	135411545	135427166	AHI1	Intron
6	135427167	135427307	AHI1	Exon/CDS
6	135427308	135428628	AHI1	Intron
6	135428629	135428759	AHI1	Exon/CDS
6	135428760	135429881	AHI1	Intron
6	135429882	135430000	AHI1	Exon/CDS
6	135430001	135431207	AHI1	Intron
6	135431208	135431314	AHI1	Exon/CDS
6	135431315	135433026	AHI1	Intron
6	135433027	135433256	AHI1	Exon/CDS
6	135433257	135438374	AHI1	Intron
6	135438375	135438498	AHI1	Exon/CDS
6	135438499	135442581	AHI1	Intron
6	135442582	135442714	AHI1	Exon/CDS
6	135442715	135447007	AHI1	Intron
6	135447008	135447160	AHI1	Exon/CDS
6	135447161	135448289	AHI1	Intron
6	135448290	135448475	AHI1	Exon/CDS
6	135448476	135453340	AHI1	Intron
6	135453341	135453436	AHI1	Exon/CDS
6	135453437	135455733	AHI1	Intron
6	135455734	135455926	AHI1	Exon/CDS
6	135455927	135457493	AHI1	Intron
6	135457494	135457713	AHI1	Exon/CDS
6	135457714	135463124	AHI1	Intron
6	135463125	135463306	AHI1	Exon/CDS
6	135463307	135465813	AHI1	Intron
6	135465814	135466373	AHI1	Exon/CDS
6	135466374	135467580	AHI1	Intron
6	135467581	135467634	AHI1	Exon/CDS
6	135467635	135490622	AHI1	Intron
6	135490623	135490747	AHI1	Exon/CDS
6	135490748	135492227	AHI1	Intron
6	135492228	135492237	AHI1	Exon/CDS
6	135492238	135498434	AHI1	UTR5
6	135498435	135508434	AHI1	Flanking UP
7	138696289	138706288	ATP6V0A4	Flanking Down
7	138706289	138706623	ATP6V0A4	UTR3
7	138706624	138706717	ATP6V0A4	Exon/CDS
7	138706718	138709623	ATP6V0A4	Intron
7	138709624	138709795	ATP6V0A4	Exon/CDS
7	138709796	138715763	ATP6V0A4	Intron
7	138715764	138715881	ATP6V0A4	Exon/CDS
7	138715882	138721896	ATP6V0A4	Intron
7	138721897	138722025	ATP6V0A4	Exon/CDS
7	138722026	138728760	ATP6V0A4	Intron
7	138728761	138728862	ATP6V0A4	Exon/CDS
7	138728863	138732876	ATP6V0A4	Intron
7	138732877	138733093	ATP6V0A4	Exon/CDS
7	138733094	138734135	ATP6V0A4	Intron
7	138734136	138734254	ATP6V0A4	Exon/CDS
7	138734255	138739539	ATP6V0A4	Intron
7	138739540	138739633	ATP6V0A4	Exon/CDS
7	138739634	138745122	ATP6V0A4	Intron
7	138745123	138745280	ATP6V0A4	Exon/CDS
7	138745281	138747424	ATP6V0A4	Intron
7	138747425	138747564	ATP6V0A4	Exon/CDS
7	138747565	138749166	ATP6V0A4	Intron
7	138749167	138749317	ATP6V0A4	Exon/CDS
7	138749318	138752624	ATP6V0A4	Intron
7	138752625	138752837	ATP6V0A4	Exon/CDS
7	138752838	138755688	ATP6V0A4	Intron
7	138755689	138755782	ATP6V0A4	Exon/CDS
7	138755783	138756457	ATP6V0A4	Intron
7	138756458	138756540	ATP6V0A4	Exon/CDS
7	138756541	138759751	ATP6V0A4	Intron
7	138759752	138759878	ATP6V0A4	Exon/CDS
7	138759879	138762339	ATP6V0A4	Intron
7	138762340	138762434	ATP6V0A4	Exon/CDS
7	138762435	138762899	ATP6V0A4	Intron
7	138762900	138763025	ATP6V0A4	Exon/CDS
7	138763026	138768779	ATP6V0A4	Intron
7	138768780	138768874	ATP6V0A4	Exon/CDS
7	138768875	138769172	ATP6V0A4	Intron
7	138769173	138769251	ATP6V0A4	Exon/CDS
7	138769252	138771130	ATP6V0A4	Intron
7	138771131	138771247	ATP6V0A4	Exon/CDS
7	138771248	138799672	ATP6V0A4	UTR5
7	138799673	138809672	ATP6V0A4	Flanking UP
8	93744844	93754843	TMEM67	Flanking UP
8	93754844	93754914	TMEM67	UTR5
8	93754915	93755137	TMEM67	Exon/CDS
8	93755138	93755777	TMEM67	Intron
8	93755778	93755866	TMEM67	Exon/CDS
8	93755867	93758482	TMEM67	Intron
8	93758483	93758576	TMEM67	Exon/CDS
8	93758577	93763841	TMEM67	Intron
8	93763842	93763941	TMEM67	Exon/CDS
8	93763942	93765405	TMEM67	Intron
8	93765406	93765475	TMEM67	Exon/CDS
8	93765476	93765571	TMEM67	Intron
8	93765572	93765646	TMEM67	Exon/CDS
8	93765647	93772588	TMEM67	Intron
8	93772589	93772651	TMEM67	Exon/CDS
8	93772652	93780592	TMEM67	Intron
8	93780593	93780747	TMEM67	Exon/CDS
8	93780748	93780873	TMEM67	Intron
8	93780874	93780982	TMEM67	Exon/CDS
8	93780983	93781657	TMEM67	Intron
8	93781658	93781744	TMEM67	Exon/CDS
8	93781745	93782394	TMEM67	Intron
8	93782395	93782460	TMEM67	Exon/CDS
8	93782461	93785221	TMEM67	Intron
8	93785222	93785378	TMEM67	Exon/CDS
8	93785379	93786222	TMEM67	Intron
8	93786223	93786346	TMEM67	Exon/CDS
8	93786347	93787843	TMEM67	Intron
8	93787844	93787949	TMEM67	Exon/CDS
8	93787950	93791262	TMEM67	Intron
8	93791263	93791319	TMEM67	Exon/CDS
8	93791320	93793197	TMEM67	Intron
8	93793198	93793296	TMEM67	Exon/CDS
8	93793297	93795408	TMEM67	Intron
8	93795409	93795507	TMEM67	Exon/CDS
8	93795508	93795900	TMEM67	Intron
8	93795901	93795987	TMEM67	Exon/CDS
8	93795988	93797133	TMEM67	Intron
8	93797134	93797233	TMEM67	Exon/CDS
8	93797234	93797330	TMEM67	Intron
8	93797331	93797470	TMEM67	Exon/CDS
8	93797471	93799617	TMEM67	Intron
8	93799618	93799758	TMEM67	Exon/CDS
8	93799759	93803603	TMEM67	Intron
8	93803604	93803684	TMEM67	Exon/CDS
8	93803685	93804761	TMEM67	Intron
8	93804762	93804878	TMEM67	Exon/CDS
8	93804879	93808839	TMEM67	Intron
8	93808840	93808956	TMEM67	Exon/CDS
8	93808957	93809056	TMEM67	Intron
8	93809057	93809161	TMEM67	Exon/CDS
8	93809162	93809784	TMEM67	Intron
8	93809785	93809887	TMEM67	Exon/CDS
8	93809888	93815304	TMEM67	Intron
8	93815305	93815447	TMEM67	Exon/CDS
8	93815448	93816371	TMEM67	Intron
8	93816372	93816452	TMEM67	Exon/CDS
8	93816453	93819234	TMEM67	UTR3
8	93819235	93829234	TMEM67	Flanking Down
9	126603928	126613927	LMX1B	Flanking UP
9	126613928	126614449	LMX1B	UTR5
9	126614450	126614588	LMX1B	Exon/CDS
9	126614589	126615382	LMX1B	Intron
9	126615383	126615569	LMX1B	Exon/CDS
9	126615570	126690835	LMX1B	Intron
9	126690836	126691068	LMX1B	Exon/CDS
9	126691069	126693141	LMX1B	Intron
9	126693142	126693323	LMX1B	Exon/CDS
9	126693324	126693523	LMX1B	Intron
9	126693524	126693601	LMX1B	Exon/CDS
9	126693602	126693745	LMX1B	Intron
9	126693746	126693812	LMX1B	Exon/CDS
9	126693813	126695838	LMX1B	Intron
9	126695839	126696003	LMX1B	Exon/CDS
9	126696004	126696293	LMX1B	Intron
9	126696294	126696451	LMX1B	Exon/CDS
9	126696452	126701032	LMX1B	UTR3
9	126701033	126711032	LMX1B	Flanking Down
11	32377775	32387774	WT1	Flanking Down
11	32387775	32389057	WT1	UTR3
11	32389058	32389179	WT1	Exon/CDS
11	32389180	32391971	WT1	Intron
11	32391972	32392064	WT1	Exon/CDS
11	32392065	32392665	WT1	Intron
11	32392666	32392755	WT1	Exon/CDS
11	32392756	32396256	WT1	Intron
11	32396257	32396407	WT1	Exon/CDS
11	32396408	32399947	WT1	Intron
11	32399948	32400044	WT1	Exon/CDS
11	32400045	32416489	WT1	Intron
11	32416490	32416540	WT1	Exon/CDS
11	32416541	32417576	WT1	Intron
11	32417577	32417654	WT1	Exon/CDS
11	32417655	32427955	WT1	Intron
11	32427956	32428058	WT1	Exon/CDS
11	32428059	32428496	WT1	Intron
11	32428497	32428619	WT1	Exon/CDS
11	32428620	32434699	WT1	Intron
11	32434700	32435360	WT1	Exon/CDS
11	32435361	32435564	WT1	UTR5
11	32435565	32445564	WT1	Flanking UP
11	101441470	101451469	TRPC6	Flanking Down
11	101451470	101452954	TRPC6	UTR3
11	101452955	101453106	TRPC6	Exon/CDS
11	101453107	101453649	TRPC6	Intron
11	101453650	101453725	TRPC6	Exon/CDS
11	101453726	101455017	TRPC6	Intron
11	101455018	101455101	TRPC6	Exon/CDS
11	101455102	101469426	TRPC6	Intron
11	101469427	101469501	TRPC6	Exon/CDS
11	101469502	101471182	TRPC6	Intron
11	101471183	101471386	TRPC6	Exon/CDS
11	101471387	101472136	TRPC6	Intron
11	101472137	101472332	TRPC6	Exon/CDS
11	101472333	101473508	TRPC6	Intron
11	101473509	101473773	TRPC6	Exon/CDS
11	101473774	101476300	TRPC6	Intron
11	101476301	101476534	TRPC6	Exon/CDS
11	101476535	101482948	TRPC6	Intron
11	101482949	101483165	TRPC6	Exon/CDS
11	101483166	101488936	TRPC6	Intron
11	101488937	101489101	TRPC6	Exon/CDS
11	101489102	101491555	TRPC6	Intron
11	101491556	101491738	TRPC6	Exon/CDS
11	101491739	101504023	TRPC6	Intron
11	101504024	101504798	TRPC6	Exon/CDS
11	101504799	101583333	TRPC6	Intron
11	101583334	101583503	TRPC6	Exon/CDS
11	101583504	101872562	TRPC6	UTR5
11	101872563	101882562	TRPC6	Flanking UP
12	76334474	76344473	BBS10	Flanking Down
12	76344474	76345812	BBS10	UTR3
12	76345813	76347787	BBS10	Exon/CDS
12	76347788	76348161	BBS10	Intron
12	76348162	76348358	BBS10	Exon/CDS
12	76348359	76348437	BBS10	UTR5
12	76348438	76358437	BBS10	Flanking UP
12	88039016	88049015	CEP290	Flanking Down
12	88049016	88049183	CEP290	UTR3
12	88049184	88049414	CEP290	Exon/CDS
12	88049415	88050353	CEP290	Intron
12	88050354	88050433	CEP290	Exon/CDS
12	88050434	88053651	CEP290	Intron
12	88053652	88053746	CEP290	Exon/CDS
12	88053747	88054339	CEP290	Intron
12	88054340	88054413	CEP290	Exon/CDS
12	88054414	88055575	CEP290	Intron
12	88055576	88055717	CEP290	Exon/CDS
12	88055718	88058847	CEP290	Intron
12	88058848	88059020	CEP290	Exon/CDS
12	88059021	88059897	CEP290	Intron
12	88059898	88060020	CEP290	Exon/CDS
12	88060021	88060829	CEP290	Intron
12	88060830	88060994	CEP290	Exon/CDS
12	88060995	88062691	CEP290	Intron
12	88062692	88062778	CEP290	Exon/CDS
12	88062779	88063980	CEP290	Intron
12	88063981	88064115	CEP290	Exon/CDS
12	88064116	88068521	CEP290	Intron
12	88068522	88068645	CEP290	Exon/CDS
12	88068646	88071293	CEP290	Intron
12	88071294	88071449	CEP290	Exon/CDS
12	88071450	88071780	CEP290	Intron
12	88071781	88071926	CEP290	Exon/CDS
12	88071927	88077221	CEP290	Intron
12	88077222	88077344	CEP290	Exon/CDS
12	88077345	88077696	CEP290	Intron
12	88077697	88077918	CEP290	Exon/CDS
12	88077919	88079091	CEP290	Intron
12	88079092	88079229	CEP290	Exon/CDS
12	88079230	88080181	CEP290	Intron
12	88080182	88080395	CEP290	Exon/CDS
12	88080396	88083030	CEP290	Intron
12	88083031	88083230	CEP290	Exon/CDS
12	88083231	88083846	CEP290	Intron
12	88083847	88083954	CEP290	Exon/CDS
12	88083955	88084585	CEP290	Intron
12	88084586	88084852	CEP290	Exon/CDS
12	88084853	88086038	CEP290	Intron
12	88086039	88086173	CEP290	Exon/CDS
12	88086174	88086390	CEP290	Intron
12	88086391	88086498	CEP290	Exon/CDS
12	88086499	88087779	CEP290	Intron
12	88087780	88087944	CEP290	Exon/CDS
12	88087945	88089031	CEP290	Intron
12	88089032	88089487	CEP290	Exon/CDS
12	88089488	88090727	CEP290	Intron
12	88090728	88090839	CEP290	Exon/CDS
12	88090840	88092680	CEP290	Intron
12	88092681	88092832	CEP290	Exon/CDS
12	88092833	88093769	CEP290	Intron
12	88093770	88093975	CEP290	Exon/CDS
12	88093976	88096887	CEP290	Intron
12	88096888	88096999	CEP290	Exon/CDS
12	88097000	88102837	CEP290	Intron
12	88102838	88103011	CEP290	Exon/CDS
12	88103012	88106674	CEP290	Intron
12	88106675	88106905	CEP290	Exon/CDS
12	88106906	88106995	CEP290	Intron
12	88106996	88107098	CEP290	Exon/CDS
12	88107099	88109065	CEP290	Intron
12	88109066	88109181	CEP290	Exon/CDS
12	88109182	88111201	CEP290	Intron
12	88111202	88111351	CEP290	Exon/CDS
12	88111352	88111693	CEP290	Intron
12	88111694	88111858	CEP290	Exon/CDS
12	88111859	88114419	CEP290	Intron
12	88114420	88114562	CEP290	Exon/CDS
12	88114563	88115097	CEP290	Intron
12	88115098	88115182	CEP290	Exon/CDS
12	88115183	88117032	CEP290	Intron
12	88117033	88117145	CEP290	Exon/CDS
12	88117146	88118482	CEP290	Intron
12	88118483	88118570	CEP290	Exon/CDS
12	88118571	88118642	CEP290	Intron
12	88118643	88118743	CEP290	Exon/CDS
12	88118744	88120113	CEP290	Intron
12	88120114	88120276	CEP290	Exon/CDS
12	88120277	88120996	CEP290	Intron
12	88120997	88121166	CEP290	Exon/CDS
12	88121167	88125245	CEP290	Intron
12	88125246	88125369	CEP290	Exon/CDS
12	88125370	88126315	CEP290	Intron
12	88126316	88126438	CEP290	Exon/CDS
12	88126439	88128945	CEP290	Intron
12	88128946	88129035	CEP290	Exon/CDS
12	88129036	88129693	CEP290	Intron
12	88129694	88129876	CEP290	Exon/CDS
12	88129877	88130267	CEP290	Intron
12	88130268	88130420	CEP290	Exon/CDS
12	88130421	88130544	CEP290	Intron
12	88130545	88130565	CEP290	Exon/CDS
12	88130566	88131164	CEP290	Intron
12	88131165	88131218	CEP290	Exon/CDS
12	88131219	88136642	CEP290	Intron
12	88136643	88136786	CEP290	Exon/CDS
12	88136787	88139144	CEP290	Intron
12	88139145	88139191	CEP290	Exon/CDS
12	88139192	88139494	CEP290	Intron
12	88139495	88139564	CEP290	Exon/CDS
12	88139565	88140955	CEP290	Intron
12	88140956	88141033	CEP290	Exon/CDS
12	88141034	88141205	CEP290	Intron
12	88141206	88141307	CEP290	Exon/CDS
12	88141308	88142099	CEP290	UTR5
12	88142100	88152099	CEP290	Flanking UP
16	2078708	2088707	PKD1	Flanking Down
16	2088708	2089726	PKD1	UTR3
16	2089727	2090194	PKD1	Exon/CDS
16	2090195	2090284	PKD1	Intron
16	2090285	2090590	PKD1	Exon/CDS
16	2090591	2090673	PKD1	Intron
16	2090674	2090808	PKD1	Exon/CDS
16	2090809	2090883	PKD1	Intron
16	2090884	2091174	PKD1	Exon/CDS
16	2091175	2091422	PKD1	Intron
16	2091423	2091597	PKD1	Exon/CDS
16	2091598	2091780	PKD1	Intron
16	2091781	2091906	PKD1	Exon/CDS
16	2091907	2092046	PKD1	Intron
16	2092047	2092188	PKD1	Exon/CDS
16	2092189	2092479	PKD1	Intron
16	2092480	2092592	PKD1	Exon/CDS
16	2092593	2092953	PKD1	Intron
16	2092954	2093093	PKD1	Exon/CDS
16	2093094	2093543	PKD1	Intron
16	2093544	2093738	PKD1	Exon/CDS
16	2093739	2093810	PKD1	Intron
16	2093811	2094013	PKD1	Exon/CDS
16	2094014	2094091	PKD1	Intron
16	2094092	2094210	PKD1	Exon/CDS
16	2094211	2097147	PKD1	Intron
16	2097148	2097241	PKD1	Exon/CDS
16	2097242	2097318	PKD1	Intron
16	2097319	2097503	PKD1	Exon/CDS
16	2097504	2097727	PKD1	Intron
16	2097728	2097780	PKD1	Exon/CDS
16	2097781	2097867	PKD1	Intron
16	2097868	2097984	PKD1	Exon/CDS
16	2097985	2099643	PKD1	Intron
16	2099644	2099770	PKD1	Exon/CDS
16	2099771	2099860	PKD1	Intron
16	2099861	2100071	PKD1	Exon/CDS
16	2100072	2100165	PKD1	Intron
16	2100166	2100309	PKD1	Exon/CDS
16	2100310	2100395	PKD1	Intron
16	2100396	2100566	PKD1	Exon/CDS
16	2100567	2102060	PKD1	Intron
16	2102061	2102256	PKD1	Exon/CDS
16	2102257	2102380	PKD1	Intron
16	2102381	2102633	PKD1	Exon/CDS
16	2102634	2102813	PKD1	Intron
16	2102814	2102970	PKD1	Exon/CDS
16	2102971	2103265	PKD1	Intron
16	2103266	2103895	PKD1	Exon/CDS
16	2103896	2104497	PKD1	Intron
16	2104498	2104642	PKD1	Exon/CDS
16	2104643	2105321	PKD1	Intron
16	2105322	2105474	PKD1	Exon/CDS
16	2105475	2105864	PKD1	Intron
16	2105865	2106024	PKD1	Exon/CDS
16	2106025	2106090	PKD1	Intron
16	2106091	2106304	PKD1	Exon/CDS
16	2106305	2106397	PKD1	Intron
16	2106398	2106677	PKD1	Exon/CDS
16	2106678	2106804	PKD1	Intron
16	2106805	2106948	PKD1	Exon/CDS
16	2106949	2107882	PKD1	Intron
16	2107883	2108032	PKD1	Exon/CDS
16	2108033	2108251	PKD1	Intron
16	2108252	2111871	PKD1	Exon/CDS
16	2111872	2112339	PKD1	Intron
16	2112340	2112473	PKD1	Exon/CDS
16	2112474	2112787	PKD1	Intron
16	2112788	2112963	PKD1	Exon/CDS
16	2112964	2113160	PKD1	Intron
16	2113161	2113292	PKD1	Exon/CDS
16	2113293	2114169	PKD1	Intron
16	2114170	2114925	PKD1	Exon/CDS
16	2114926	2115377	PKD1	Intron
16	2115378	2115625	PKD1	Exon/CDS
16	2115626	2115991	PKD1	Intron
16	2115992	2116118	PKD1	Exon/CDS
16	2116119	2116528	PKD1	Intron
16	2116529	2116644	PKD1	Exon/CDS
16	2116645	2116832	PKD1	Intron
16	2116833	2117053	PKD1	Exon/CDS
16	2117054	2117488	PKD1	Intron
16	2117489	2117672	PKD1	Exon/CDS
16	2117673	2117790	PKD1	Intron
16	2117791	2118462	PKD1	Exon/CDS
16	2118463	2118675	PKD1	Intron
16	2118676	2118845	PKD1	Exon/CDS
16	2118846	2119113	PKD1	Intron
16	2119114	2119185	PKD1	Exon/CDS
16	2119186	2119306	PKD1	Intron
16	2119307	2119378	PKD1	Exon/CDS
16	2119379	2135474	PKD1	Intron
16	2135475	2135689	PKD1	Exon/CDS
16	2135690	2135898	PKD1	UTR5
16	2135899	2145898	PKD1	Flanking UP
16	20321549	20331548	UMOD	Flanking Down
16	20331549	20333313	UMOD	UTR3
16	20333314	20333375	UMOD	Exon/CDS
16	20333376	20335481	UMOD	Intron
16	20335482	20335520	UMOD	Exon/CDS
16	20335521	20336645	UMOD	Intron
16	20336646	20336727	UMOD	Exon/CDS
16	20336728	20337290	UMOD	Intron
16	20337291	20337453	UMOD	Exon/CDS
16	20337454	20341090	UMOD	Intron
16	20341091	20341336	UMOD	Exon/CDS
16	20341337	20344023	UMOD	Intron
16	20344024	20344172	UMOD	Exon/CDS
16	20344173	20346125	UMOD	Intron
16	20346126	20346334	UMOD	Exon/CDS
16	20346335	20348222	UMOD	Intron
16	20348223	20348330	UMOD	Exon/CDS
16	20348331	20348435	UMOD	Intron
16	20348436	20349212	UMOD	Exon/CDS
16	20349213	20350649	UMOD	Intron
16	20350650	20350737	UMOD	Exon/CDS
16	20350738	20356402	UMOD	UTR5
16	20356403	20366402	UMOD	Flanking UP
16	56855207	56865206	SLC12A3	Flanking UP
16	56865207	56865235	SLC12A3	UTR5
16	56865236	56865517	SLC12A3	Exon/CDS
16	56865518	56867069	SLC12A3	Intron
16	56867070	56867216	SLC12A3	Exon/CDS
16	56867217	56868296	SLC12A3	Intron
16	56868297	56868372	SLC12A3	Exon/CDS
16	56868373	56869728	SLC12A3	Intron
16	56869729	56869824	SLC12A3	Exon/CDS
16	56869825	56870095	SLC12A3	Intron
16	56870096	56870235	SLC12A3	Exon/CDS
16	56870236	56870625	SLC12A3	Intron
16	56870626	56870736	SLC12A3	Exon/CDS
16	56870737	56872350	SLC12A3	Intron
16	56872351	56872462	SLC12A3	Exon/CDS
16	56872463	56872655	SLC12A3	Intron
16	56872656	56872786	SLC12A3	Exon/CDS
16	56872787	56878076	SLC12A3	Intron
16	56878077	56878161	SLC12A3	Exon/CDS
16	56878162	56879072	SLC12A3	Intron
16	56879073	56879227	SLC12A3	Exon/CDS
16	56879228	56879541	SLC12A3	Intron
16	56879542	56879649	SLC12A3	Exon/CDS
16	56879650	56880129	SLC12A3	Intron
16	56880130	56880253	SLC12A3	Exon/CDS
16	56880254	56882395	SLC12A3	Intron
16	56882396	56882497	SLC12A3	Exon/CDS
16	56882498	56884048	SLC12A3	Intron
16	56884049	56884204	SLC12A3	Exon/CDS
16	56884205	56885264	SLC12A3	Intron
16	56885265	56885364	SLC12A3	Exon/CDS
16	56885365	56886363	SLC12A3	Intron
16	56886364	56886475	SLC12A3	Exon/CDS
16	56886476	56886952	SLC12A3	Intron
16	56886953	56887093	SLC12A3	Exon/CDS
16	56887094	56887924	SLC12A3	Intron
16	56887925	56888031	SLC12A3	Exon/CDS
16	56888032	56890273	SLC12A3	Intron
16	56890274	56890356	SLC12A3	Exon/CDS
16	56890357	56892082	SLC12A3	Intron
16	56892083	56892133	SLC12A3	Exon/CDS
16	56892134	56892952	SLC12A3	Intron
16	56892953	56893054	SLC12A3	Exon/CDS
16	56893055	56894530	SLC12A3	Intron
16	56894531	56894642	SLC12A3	Exon/CDS
16	56894643	56899529	SLC12A3	Intron
16	56899530	56899616	SLC12A3	Exon/CDS
16	56899617	56902372	SLC12A3	Intron
16	56902373	56902508	SLC12A3	Exon/CDS
16	56902509	56904394	SLC12A3	Intron
16	56904395	56904462	SLC12A3	Exon/CDS
16	56904463	56913263	SLC12A3	Intron
16	56913264	56913405	SLC12A3	Exon/CDS
16	56913406	56915850	SLC12A3	UTR3
16	56915851	56925850	SLC12A3	Flanking Down
16	88799339	88809338	APRT	Flanking Down
16	88809339	88809697	APRT	UTR3
16	88809698	88809840	APRT	Exon/CDS
16	88809841	88810069	APRT	Intron
16	88810070	88810148	APRT	Exon/CDS
16	88810149	88810422	APRT	Intron
16	88810423	88810556	APRT	Exon/CDS
16	88810557	88811549	APRT	Intron
16	88811550	88811656	APRT	Exon/CDS
16	88811657	88811819	APRT	Intron
16	88811820	88811899	APRT	Exon/CDS
16	88811900	88811963	APRT	UTR5
16	88811964	88821963	APRT	Flanking UP
17	3626459	3636458	CTNS	Flanking UP
17	3636459	3640206	CTNS	UTR5
17	3640207	3640267	CTNS	Exon/CDS
17	3640268	3647443	CTNS	Intron
17	3647444	3647522	CTNS	Exon/CDS
17	3647523	3648846	CTNS	Intron
17	3648847	3648931	CTNS	Exon/CDS
17	3648932	3654997	CTNS	Intron
17	3654998	3655101	CTNS	Exon/CDS
17	3655102	3655220	CTNS	Intron
17	3655221	3655352	CTNS	Exon/CDS
17	3655353	3656486	CTNS	Intron
17	3656487	3656586	CTNS	Exon/CDS
17	3656587	3656675	CTNS	Intron
17	3656676	3656795	CTNS	Exon/CDS
17	3656796	3658004	CTNS	Intron
17	3658005	3658175	CTNS	Exon/CDS
17	3658176	3659857	CTNS	Intron
17	3659858	3659975	CTNS	Exon/CDS
17	3659976	3660235	CTNS	Intron
17	3660236	3660369	CTNS	Exon/CDS
17	3660370	3663103	CTNS	UTR3
17	3663104	3673103	CTNS	Flanking Down
17	37676431	37686430	HNF1B	Flanking Down
17	37686431	37687371	HNF1B	UTR3
17	37687372	37687392	HNF1B	Exon/CDS
17	37687393	37699075	HNF1B	Intron
17	37699076	37699194	HNF1B	Exon/CDS
17	37699195	37700982	HNF1B	Intron
17	37700983	37701177	HNF1B	Exon/CDS
17	37701178	37704916	HNF1B	Intron
17	37704917	37705049	HNF1B	Exon/CDS
17	37705050	37710502	HNF1B	Intron
17	37710503	37710663	HNF1B	Exon/CDS
17	37710664	37731594	HNF1B	Intron
17	37731595	37731830	HNF1B	Exon/CDS
17	37731831	37733556	HNF1B	Intron
17	37733557	37733821	HNF1B	Exon/CDS
17	37733822	37739439	HNF1B	Intron
17	37739440	37739639	HNF1B	Exon/CDS
17	37739640	37744540	HNF1B	Intron
17	37744541	37744884	HNF1B	Exon/CDS
17	37744885	37745091	HNF1B	UTR5
17	37745092	37755091	HNF1B	Flanking UP
17	44238390	44248389	SLC4A1	Flanking Down
17	44248390	44250457	SLC4A1	UTR3
17	44250458	44250538	SLC4A1	Exon/CDS
17	44250539	44251158	SLC4A1	Intron
17	44251159	44251332	SLC4A1	Exon/CDS
17	44251333	44251418	SLC4A1	Intron
17	44251419	44251588	SLC4A1	Exon/CDS
17	44251589	44253117	SLC4A1	Intron
17	44253118	44253371	SLC4A1	Exon/CDS
17	44253372	44254495	SLC4A1	Intron
17	44254496	44254662	SLC4A1	Exon/CDS
17	44254663	44255206	SLC4A1	Intron
17	44255207	44255296	SLC4A1	Exon/CDS
17	44255297	44255672	SLC4A1	Intron
17	44255673	44255846	SLC4A1	Exon/CDS
17	44255847	44257349	SLC4A1	Intron
17	44257350	44257544	SLC4A1	Exon/CDS
17	44257545	44257658	SLC4A1	Intron
17	44257659	44257807	SLC4A1	Exon/CDS
17	44257808	44257985	SLC4A1	Intron
17	44257986	44258180	SLC4A1	Exon/CDS
17	44258181	44258412	SLC4A1	Intron
17	44258413	44258623	SLC4A1	Exon/CDS
17	44258624	44259162	SLC4A1	Intron
17	44259163	44259344	SLC4A1	Exon/CDS
