chrom	start	end	gene	feature_type
chr14	95091034	95091109	DICER1	Exon/CDS
chr14	95091109	95091203	DICER1	Intron
chr14	95091203	95091365	DICER1	Exon/CDS
chr14	95091365	95093888	DICER1	Intron
chr14	95093888	95094156	DICER1	Exon/CDS
chr14	95094156	95095825	DICER1	Intron
chr14	95095825	95096713	DICER1	Exon/CDS
chr14	95096713	95099780	DICER1	Intron
chr14	95099780	95099935	DICER1	Exon/CDS
chr14	95099935	95103346	DICER1	Intron
chr14	95103346	95104126	DICER1	Exon/CDS
chr14	95104126	95105071	DICER1	Intron
chr14	95105071	95105246	DICER1	Exon/CDS
chr14	95105246	95105678	DICER1	Intron
chr14	95105678	95105783	DICER1	Exon/CDS
chr14	95105783	95106041	DICER1	Intron
chr14	95106041	95106223	DICER1	Exon/CDS
chr14	95106223	95107608	DICER1	Intron
chr14	95107608	95107761	DICER1	Exon/CDS
chr14	95107761	95107880	DICER1	Intron
chr14	95107880	95108093	DICER1	Exon/CDS
chr14	95108093	95108324	DICER1	Intron
chr14	95108324	95108503	DICER1	Exon/CDS
chr14	95108503	95111317	DICER1	Intron
chr14	95111317	95111456	DICER1	Exon/CDS
chr14	95111456	95112172	DICER1	Intron
chr14	95112172	95112247	DICER1	Exon/CDS
chr14	95112247	95113092	DICER1	Intron
chr14	95113092	95113224	DICER1	Exon/CDS
chr14	95113224	95115667	DICER1	Intron
chr14	95115667	95115821	DICER1	Exon/CDS
chr14	95115821	95116453	DICER1	Intron
chr14	95116453	95116695	DICER1	Exon/CDS
chr14	95116695	95117622	DICER1	Intron
chr14	95117622	95117754	DICER1	Exon/CDS
chr14	95117754	95124196	DICER1	Intron
chr14	95124196	95124668	DICER1	Exon/CDS
chr14	95124668	95126580	DICER1	Intron
chr14	95126580	95126748	DICER1	Exon/CDS
chr14	95126748	95129472	DICER1	Intron
chr14	95129472	95129632	DICER1	Exon/CDS
chr14	95129632	95130058	DICER1	Intron
chr14	95130058	95130192	DICER1	Exon/CDS
chr14	95130192	95131509	DICER1	Intron
chr14	95131509	95131639	DICER1	Exon/CDS
chr14	95131639	95132515	DICER1	Intron
chr14	95132515	95132677	DICER1	Exon/CDS
chr14	95132677	95133315	DICER1	Intron
chr14	95133315	95133458	DICER1	Exon/CDS
chr14	95133458	95159010	DICER1	Flanking Down
chr2	231960245	232014928	DIS3L2	Flanking Up
chr2	232014928	232014979	DIS3L2	Exon/CDS
chr2	232014979	232015514	DIS3L2	Intron
chr2	232015514	232015671	DIS3L2	Exon/CDS
chr2	232015671	232024277	DIS3L2	Intron
chr2	232024277	232024330	DIS3L2	Exon/CDS
chr2	232024330	232029979	DIS3L2	Intron
chr2	232029979	232030080	DIS3L2	Exon/CDS
chr2	232030080	232087487	DIS3L2	Intron
chr2	232087487	232087721	DIS3L2	Exon/CDS
chr2	232087721	232130619	DIS3L2	Intron
chr2	232130619	232130719	DIS3L2	Exon/CDS
chr2	232130719	232136472	DIS3L2	Intron
chr2	232136472	232136719	DIS3L2	Exon/CDS
chr2	232136719	232163459	DIS3L2	Intron
chr2	232163459	232163632	DIS3L2	Exon/CDS
chr2	232163632	232210326	DIS3L2	Intron
chr2	232210326	232210405	DIS3L2	Exon/CDS
chr2	232210405	232238533	DIS3L2	Intron
chr2	232238533	232238645	DIS3L2	Exon/CDS
chr2	232238645	232249239	DIS3L2	Intron
chr2	232249239	232249346	DIS3L2	Exon/CDS
chr2	232249346	232263207	DIS3L2	Intron
chr2	232263207	232263440	DIS3L2	Exon/CDS
chr2	232263440	232300040	DIS3L2	Intron
chr2	232300040	232300119	DIS3L2	Exon/CDS
chr2	232300119	232329813	DIS3L2	Intron
chr2	232329813	232329996	DIS3L2	Exon/CDS
chr2	232329996	232330690	DIS3L2	Intron
chr2	232330690	232330776	DIS3L2	Exon/CDS
chr2	232330776	232333840	DIS3L2	Intron
chr2	232333840	232333987	DIS3L2	Exon/CDS
chr2	232333987	232334369	DIS3L2	Intron
chr2	232334369	232334499	DIS3L2	Exon/CDS
chr2	232334499	232334631	DIS3L2	Intron
chr2	232334631	232334735	DIS3L2	Exon/CDS
chr2	232334735	232335773	DIS3L2	Intron
chr2	232335773	232335874	DIS3L2	Exon/CDS
chr2	232335874	232336469	DIS3L2	Intron
chr2	232336469	232336630	DIS3L2	Exon/CDS
chr2	232336630	232344350	DIS3L2	Flanking Down
chrX	154761742	154762966	DKC1	Flanking Up
chrX	154762966	154762981	DKC1	Exon/CDS
chrX	154762981	154764899	DKC1	Intron
chrX	154764899	154764966	DKC1	Exon/CDS
chrX	154764966	154765444	DKC1	Intron
chrX	154765444	154765530	DKC1	Exon/CDS
chrX	154765530	154765907	DKC1	Intron
chrX	154765907	154765998	DKC1	Exon/CDS
chrX	154765998	154766216	DKC1	Intron
chrX	154766216	154766400	DKC1	Exon/CDS
chrX	154766400	154766997	DKC1	Intron
chrX	154766997	154767061	DKC1	Exon/CDS
chrX	154767061	154767256	DKC1	Intron
chrX	154767256	154767382	DKC1	Exon/CDS
chrX	154767382	154768302	DKC1	Intron
chrX	154768302	154768432	DKC1	Exon/CDS
chrX	154768432	154769167	DKC1	Intron
chrX	154769167	154769310	DKC1	Exon/CDS
chrX	154769310	154770759	DKC1	Intron
chrX	154770759	154770879	DKC1	Exon/CDS
chrX	154770879	154773131	DKC1	Intron
chrX	154773131	154773249	DKC1	Exon/CDS
chrX	154773249	154774602	DKC1	Intron
chrX	154774602	154774705	DKC1	Exon/CDS
chrX	154774705	154775195	DKC1	Intron
chrX	154775195	154775273	DKC1	Exon/CDS
chrX	154775273	154776187	DKC1	Intron
chrX	154776187	154776324	DKC1	Exon/CDS
chrX	154776324	154776799	DKC1	Intron
chrX	154776799	154776867	DKC1	Exon/CDS
chrX	154776867	154777689	DKC1	Flanking Down
chr17	11597470	11598499	DNAH9	Flanking Up
chr17	11598499	11598915	DNAH9	Exon/CDS
chr17	11598915	11608129	DNAH9	Intron
chr17	11608129	11608325	DNAH9	Exon/CDS
chr17	11608325	11610396	DNAH9	Intron
chr17	11610396	11610554	DNAH9	Exon/CDS
chr17	11610554	11611650	DNAH9	Intron
chr17	11611650	11611780	DNAH9	Exon/CDS
chr17	11611780	11617411	DNAH9	Intron
chr17	11617411	11617622	DNAH9	Exon/CDS
chr17	11617622	11619548	DNAH9	Intron
chr17	11619548	11619781	DNAH9	Exon/CDS
chr17	11619781	11629417	DNAH9	Intron
chr17	11629417	11629584	DNAH9	Exon/CDS
chr17	11629584	11632587	DNAH9	Intron
chr17	11632587	11632703	DNAH9	Exon/CDS
chr17	11632703	11636634	DNAH9	Intron
chr17	11636634	11636784	DNAH9	Exon/CDS
chr17	11636784	11640270	DNAH9	Intron
chr17	11640270	11640384	DNAH9	Exon/CDS
chr17	11640384	11644631	DNAH9	Intron
chr17	11644631	11644699	DNAH9	Exon/CDS
chr17	11644699	11647072	DNAH9	Intron
chr17	11647072	11647198	DNAH9	Exon/CDS
chr17	11647198	11651069	DNAH9	Intron
chr17	11651069	11651324	DNAH9	Exon/CDS
chr17	11651324	11652761	DNAH9	Intron
chr17	11652761	11653002	DNAH9	Exon/CDS
chr17	11653002	11664833	DNAH9	Intron
chr17	11664833	11664968	DNAH9	Exon/CDS
chr17	11664968	11669064	DNAH9	Intron
chr17	11669064	11669260	DNAH9	Exon/CDS
chr17	11669260	11669370	DNAH9	Intron
chr17	11669370	11669794	DNAH9	Exon/CDS
chr17	11669794	11679757	DNAH9	Intron
chr17	11679757	11679979	DNAH9	Exon/CDS
chr17	11679979	11680723	DNAH9	Intron
chr17	11680723	11680889	DNAH9	Exon/CDS
chr17	11680889	11689566	DNAH9	Intron
chr17	11689566	11690436	DNAH9	Exon/CDS
chr17	11690436	11693868	DNAH9	Intron
chr17	11693868	11693998	DNAH9	Exon/CDS
chr17	11693998	11694321	DNAH9	Intron
chr17	11694321	11694447	DNAH9	Exon/CDS
chr17	11694447	11699731	DNAH9	Intron
chr17	11699731	11699883	DNAH9	Exon/CDS
chr17	11699883	11701122	DNAH9	Intron
chr17	11701122	11701247	DNAH9	Exon/CDS
chr17	11701247	11704203	DNAH9	Intron
chr17	11704203	11704442	DNAH9	Exon/CDS
chr17	11704442	11705025	DNAH9	Intron
chr17	11705025	11705185	DNAH9	Exon/CDS
chr17	11705185	11719334	DNAH9	Intron
chr17	11719334	11719490	DNAH9	Exon/CDS
chr17	11719490	11727818	DNAH9	Intron
chr17	11727818	11727922	DNAH9	Exon/CDS
chr17	11727922	11738880	DNAH9	Intron
chr17	11738880	11739037	DNAH9	Exon/CDS
chr17	11739037	11742175	DNAH9	Intron
chr17	11742175	11742313	DNAH9	Exon/CDS
chr17	11742313	11744797	DNAH9	Intron
chr17	11744797	11745084	DNAH9	Exon/CDS
chr17	11745084	11747556	DNAH9	Intron
chr17	11747556	11747766	DNAH9	Exon/CDS
chr17	11747766	11752833	DNAH9	Intron
chr17	11752833	11752960	DNAH9	Exon/CDS
chr17	11752960	11756568	DNAH9	Intron
chr17	11756568	11756676	DNAH9	Exon/CDS
chr17	11756676	11757545	DNAH9	Intron
chr17	11757545	11757692	DNAH9	Exon/CDS
chr17	11757692	11763440	DNAH9	Intron
chr17	11763440	11763614	DNAH9	Exon/CDS
chr17	11763614	11768453	DNAH9	Intron
chr17	11768453	11768626	DNAH9	Exon/CDS
chr17	11768626	11769122	DNAH9	Intron
chr17	11769122	11769329	DNAH9	Exon/CDS
chr17	11769329	11781009	DNAH9	Intron
chr17	11781009	11781174	DNAH9	Exon/CDS
chr17	11781174	11783646	DNAH9	Intron
chr17	11783646	11783748	DNAH9	Exon/CDS
chr17	11783748	11784300	DNAH9	Intron
chr17	11784300	11784539	DNAH9	Exon/CDS
chr17	11784539	11793503	DNAH9	Intron
chr17	11793503	11793664	DNAH9	Exon/CDS
chr17	11793664	11797597	DNAH9	Intron
chr17	11797597	11797793	DNAH9	Exon/CDS
chr17	11797793	11807732	DNAH9	Intron
chr17	11807732	11807894	DNAH9	Exon/CDS
chr17	11807894	11810246	DNAH9	Intron
chr17	11810246	11810369	DNAH9	Exon/CDS
chr17	11810369	11821920	DNAH9	Intron
chr17	11821920	11822062	DNAH9	Exon/CDS
chr17	11822062	11822438	DNAH9	Intron
chr17	11822438	11822599	DNAH9	Exon/CDS
chr17	11822599	11822801	DNAH9	Intron
chr17	11822801	11823034	DNAH9	Exon/CDS
chr17	11823034	11834638	DNAH9	Intron
chr17	11834638	11834898	DNAH9	Exon/CDS
chr17	11834898	11854003	DNAH9	Intron
chr17	11854003	11854428	DNAH9	Exon/CDS
chr17	11854428	11869134	DNAH9	Intron
chr17	11869134	11869253	DNAH9	Exon/CDS
chr17	11869253	11871598	DNAH9	Intron
chr17	11871598	11871786	DNAH9	Exon/CDS
chr17	11871786	11874949	DNAH9	Intron
chr17	11874949	11875184	DNAH9	Exon/CDS
chr17	11875184	11880078	DNAH9	Intron
chr17	11880078	11880200	DNAH9	Exon/CDS
chr17	11880200	11881209	DNAH9	Intron
chr17	11881209	11881413	DNAH9	Exon/CDS
chr17	11881413	11883586	DNAH9	Intron
chr17	11883586	11883750	DNAH9	Exon/CDS
chr17	11883750	11886825	DNAH9	Intron
chr17	11886825	11886965	DNAH9	Exon/CDS
chr17	11886965	11891777	DNAH9	Intron
chr17	11891777	11891947	DNAH9	Exon/CDS
chr17	11891947	11894374	DNAH9	Intron
chr17	11894374	11894496	DNAH9	Exon/CDS
chr17	11894496	11902719	DNAH9	Intron
chr17	11902719	11902912	DNAH9	Exon/CDS
chr17	11902912	11905661	DNAH9	Intron
chr17	11905661	11905809	DNAH9	Exon/CDS
chr17	11905809	11923814	DNAH9	Intron
chr17	11923814	11923941	DNAH9	Exon/CDS
chr17	11923941	11929866	DNAH9	Intron
chr17	11929866	11930093	DNAH9	Exon/CDS
chr17	11930093	11932014	DNAH9	Intron
chr17	11932014	11932205	DNAH9	Exon/CDS
chr17	11932205	11933880	DNAH9	Intron
chr17	11933880	11934071	DNAH9	Exon/CDS
chr17	11934071	11937352	DNAH9	Intron
chr17	11937352	11937522	DNAH9	Exon/CDS
chr17	11937522	11942303	DNAH9	Intron
chr17	11942303	11942485	DNAH9	Exon/CDS
chr17	11942485	11961867	DNAH9	Intron
chr17	11961867	11962256	DNAH9	Exon/CDS
chr17	11962256	11969300	DNAH9	Intron
chr17	11969300	11969527	DNAH9	Exon/CDS
chr17	11969527	11969748	DNAH9	Flanking Down
chr5	34928559	34929820	DNAJC21	Flanking Up
chr5	34929820	34929916	DNAJC21	Exon/CDS
chr5	34929916	34933815	DNAJC21	Intron
chr5	34933815	34933908	DNAJC21	Exon/CDS
chr5	34933908	34935710	DNAJC21	Intron
chr5	34935710	34935833	DNAJC21	Exon/CDS
chr5	34935833	34936144	DNAJC21	Intron
chr5	34936144	34936266	DNAJC21	Exon/CDS
chr5	34936266	34937326	DNAJC21	Intron
chr5	34937326	34937630	DNAJC21	Exon/CDS
chr5	34937630	34938858	DNAJC21	Intron
chr5	34938858	34939009	DNAJC21	Exon/CDS
chr5	34939009	34941096	DNAJC21	Intron
chr5	34941096	34941183	DNAJC21	Exon/CDS
chr5	34941183	34944867	DNAJC21	Intron
chr5	34944867	34945025	DNAJC21	Exon/CDS
chr5	34945025	34945761	DNAJC21	Intron
chr5	34945761	34945803	DNAJC21	Exon/CDS
chr5	34945803	34950170	DNAJC21	Intron
chr5	34950170	34950342	DNAJC21	Exon/CDS
chr5	34950342	34953926	DNAJC21	Intron
chr5	34953926	34954001	DNAJC21	Exon/CDS
chr5	34954001	34954553	DNAJC21	Intron
chr5	34954553	34954714	DNAJC21	Exon/CDS
chr5	34954714	34958964	DNAJC21	Flanking Down
chr9	213854	214977	DOCK8	Flanking Up
chr9	214977	215029	DOCK8	Exon/CDS
chr9	215029	271627	DOCK8	Intron
chr9	271627	271729	DOCK8	Exon/CDS
chr9	271729	286461	DOCK8	Intron
chr9	286461	286636	DOCK8	Exon/CDS
chr9	286636	289510	DOCK8	Intron
chr9	289510	289581	DOCK8	Exon/CDS
chr9	289581	304581	DOCK8	Intron
chr9	304581	304704	DOCK8	Exon/CDS
chr9	304704	311954	DOCK8	Intron
chr9	311954	312166	DOCK8	Exon/CDS
chr9	312166	317043	DOCK8	Intron
chr9	317043	317128	DOCK8	Exon/CDS
chr9	317128	325671	DOCK8	Intron
chr9	325671	325737	DOCK8	Exon/CDS
chr9	325737	328022	DOCK8	Intron
chr9	328022	328171	DOCK8	Exon/CDS
chr9	328171	332398	DOCK8	Intron
chr9	332398	332478	DOCK8	Exon/CDS
chr9	332478	334225	DOCK8	Intron
chr9	334225	334384	DOCK8	Exon/CDS
chr9	334384	336582	DOCK8	Intron
chr9	336582	336718	DOCK8	Exon/CDS
chr9	336718	339006	DOCK8	Intron
chr9	339006	339099	DOCK8	Exon/CDS
chr9	339099	340159	DOCK8	Intron
chr9	340159	340321	DOCK8	Exon/CDS
chr9	340321	368018	DOCK8	Intron
chr9	368018	368135	DOCK8	Exon/CDS
chr9	368135	370230	DOCK8	Intron
chr9	370230	370300	DOCK8	Exon/CDS
chr9	370300	371428	DOCK8	Intron
chr9	371428	371566	DOCK8	Exon/CDS
chr9	371566	372185	DOCK8	Intron
chr9	372185	372286	DOCK8	Exon/CDS
chr9	372286	376210	DOCK8	Intron
chr9	376210	376305	DOCK8	Exon/CDS
chr9	376305	376977	DOCK8	Intron
chr9	376977	377211	DOCK8	Exon/CDS
chr9	377211	379771	DOCK8	Intron
chr9	379771	379935	DOCK8	Exon/CDS
chr9	379935	382513	DOCK8	Intron
chr9	382513	382685	DOCK8	Exon/CDS
chr9	382685	386331	DOCK8	Intron
chr9	386331	386426	DOCK8	Exon/CDS
chr9	386426	390471	DOCK8	Intron
chr9	390471	390566	DOCK8	Exon/CDS
chr9	390566	396785	DOCK8	Intron
chr9	396785	396934	DOCK8	Exon/CDS
chr9	396934	399146	DOCK8	Intron
chr9	399146	399259	DOCK8	Exon/CDS
chr9	399259	404918	DOCK8	Intron
chr9	404918	405073	DOCK8	Exon/CDS
chr9	405073	406930	DOCK8	Intron
chr9	406930	407069	DOCK8	Exon/CDS
chr9	407069	414782	DOCK8	Intron
chr9	414782	414951	DOCK8	Exon/CDS
chr9	414951	418068	DOCK8	Intron
chr9	418068	418207	DOCK8	Exon/CDS
chr9	418207	420401	DOCK8	Intron
chr9	420401	420583	DOCK8	Exon/CDS
chr9	420583	420949	DOCK8	Intron
chr9	420949	421078	DOCK8	Exon/CDS
chr9	421078	422048	DOCK8	Intron
chr9	422048	422135	DOCK8	Exon/CDS
chr9	422135	426885	DOCK8	Intron
chr9	426885	426981	DOCK8	Exon/CDS
chr9	426981	428362	DOCK8	Intron
chr9	428362	428496	DOCK8	Exon/CDS
chr9	428496	429702	DOCK8	Intron
chr9	429702	429854	DOCK8	Exon/CDS
chr9	429854	432166	DOCK8	Intron
chr9	432166	432324	DOCK8	Exon/CDS
chr9	432324	433875	DOCK8	Intron
chr9	433875	433975	DOCK8	Exon/CDS
chr9	433975	434783	DOCK8	Intron
chr9	434783	434975	DOCK8	Exon/CDS
chr9	434975	439245	DOCK8	Intron
chr9	439245	439388	DOCK8	Exon/CDS
chr9	439388	441286	DOCK8	Intron
chr9	441286	441417	DOCK8	Exon/CDS
chr9	441417	441875	DOCK8	Intron
chr9	441875	442009	DOCK8	Exon/CDS
chr9	442009	443427	DOCK8	Intron
chr9	443427	443516	DOCK8	Exon/CDS
chr9	443516	446370	DOCK8	Intron
chr9	446370	446606	DOCK8	Exon/CDS
chr9	446606	449784	DOCK8	Intron
chr9	449784	449927	DOCK8	Exon/CDS
chr9	449927	452011	DOCK8	Intron
chr9	452011	452117	DOCK8	Exon/CDS
chr9	452117	463517	DOCK8	Intron
chr9	463517	463687	DOCK8	Exon/CDS
chr9	463687	464159	DOCK8	Intron
chr9	464159	464219	DOCK8	Exon/CDS
chr9	464219	465259	DOCK8	Flanking Down
chr1	97077743	97078976	DPYD	Flanking Up
chr1	97078976	97079146	DPYD	Exon/CDS
chr1	97079146	97082330	DPYD	Intron
chr1	97082330	97082470	DPYD	Exon/CDS
chr1	97082470	97098489	DPYD	Intron
chr1	97098489	97098632	DPYD	Exon/CDS
chr1	97098632	97193069	DPYD	Intron
chr1	97193069	97193248	DPYD	Exon/CDS
chr1	97193248	97234852	DPYD	Intron
chr1	97234852	97234994	DPYD	Exon/CDS
chr1	97234994	97305259	DPYD	Intron
chr1	97305259	97305378	DPYD	Exon/CDS
chr1	97305378	97306177	DPYD	Intron
chr1	97306177	97306297	DPYD	Exon/CDS
chr1	97306297	97373561	DPYD	Intron
chr1	97373561	97373644	DPYD	Exon/CDS
chr1	97373644	97382393	DPYD	Intron
chr1	97382393	97382461	DPYD	Exon/CDS
chr1	97382461	97450059	DPYD	Intron
chr1	97450059	97450223	DPYD	Exon/CDS
chr1	97450223	97515726	DPYD	Intron
chr1	97515726	97515941	DPYD	Exon/CDS
chr1	97515941	97549560	DPYD	Intron
chr1	97549560	97549744	DPYD	Exon/CDS
chr1	97549744	97573760	DPYD	Intron
chr1	97573760	97573970	DPYD	Exon/CDS
chr1	97573970	97593218	DPYD	Intron
chr1	97593218	97593387	DPYD	Exon/CDS
chr1	97593387	97595059	DPYD	Intron
chr1	97595059	97595166	DPYD	Exon/CDS
chr1	97595166	97679095	DPYD	Intron
chr1	97679095	97679182	DPYD	Exon/CDS
chr1	97679182	97691717	DPYD	Intron
chr1	97691717	97691798	DPYD	Exon/CDS
chr1	97691798	97699351	DPYD	Intron
chr1	97699351	97699547	DPYD	Exon/CDS
chr1	97699547	97721510	DPYD	Intron
chr1	97721510	97721671	DPYD	Exon/CDS
chr1	97721671	97740392	DPYD	Intron
chr1	97740392	97740479	DPYD	Exon/CDS
chr1	97740479	97828114	DPYD	Intron
chr1	97828114	97828196	DPYD	Exon/CDS
chr1	97828196	97883264	DPYD	Intron
chr1	97883264	97883374	DPYD	Exon/CDS
chr1	97883374	97920884	DPYD	Intron
chr1	97920884	97920922	DPYD	Exon/CDS
chr1	97920922	97996000	DPYD	Flanking Down
chr15	82130206	82130373	EFL1	Flanking Up
chr15	82130373	82130561	EFL1	Exon/CDS
chr15	82130561	82138658	EFL1	Intron
chr15	82138658	82138842	EFL1	Exon/CDS
chr15	82138842	82151465	EFL1	Intron
chr15	82151465	82152423	EFL1	Exon/CDS
chr15	82152423	82157713	EFL1	Intron
chr15	82157713	82157860	EFL1	Exon/CDS
chr15	82157860	82163853	EFL1	Intron
chr15	82163853	82163984	EFL1	Exon/CDS
chr15	82163984	82214717	EFL1	Intron
chr15	82214717	82214855	EFL1	Exon/CDS
chr15	82214855	82219652	EFL1	Intron
chr15	82219652	82219818	EFL1	Exon/CDS
chr15	82219818	82220078	EFL1	Intron
chr15	82220078	82220229	EFL1	Exon/CDS
chr15	82220229	82225165	EFL1	Intron
chr15	82225165	82225264	EFL1	Exon/CDS
chr15	82225264	82227450	EFL1	Intron
chr15	82227450	82227572	EFL1	Exon/CDS
chr15	82227572	82228191	EFL1	Intron
chr15	82228191	82228327	EFL1	Exon/CDS
chr15	82228327	82229034	EFL1	Intron
chr15	82229034	82229110	EFL1	Exon/CDS
chr15	82229110	82230848	EFL1	Intron
chr15	82230848	82230971	EFL1	Exon/CDS
chr15	82230971	82238307	EFL1	Intron
chr15	82238307	82238521	EFL1	Exon/CDS
chr15	82238521	82240418	EFL1	Intron
chr15	82240418	82240555	EFL1	Exon/CDS
chr15	82240555	82241270	EFL1	Intron
chr15	82241270	82241403	EFL1	Exon/CDS
chr15	82241403	82252691	EFL1	Intron
chr15	82252691	82252775	EFL1	Exon/CDS
chr15	82252775	82259088	EFL1	Intron
chr15	82259088	82259155	EFL1	Exon/CDS
chr15	82259155	82261688	EFL1	Intron
chr15	82261688	82261778	EFL1	Exon/CDS
chr15	82261778	82263773	EFL1	Flanking Down
chr7	55018017	55019278	EGFR	Flanking Up
chr7	55019278	55019365	EGFR	Exon/CDS
chr7	55019365	55142286	EGFR	Intron
chr7	55142286	55142437	EGFR	Exon/CDS
chr7	55142437	55143305	EGFR	Intron
chr7	55143305	55143488	EGFR	Exon/CDS
chr7	55143488	55146606	EGFR	Intron
chr7	55146606	55146740	EGFR	Exon/CDS
chr7	55146740	55151294	EGFR	Intron
chr7	55151294	55151362	EGFR	Exon/CDS
chr7	55151362	55152546	EGFR	Intron
chr7	55152546	55152664	EGFR	Exon/CDS
chr7	55152664	55154011	EGFR	Intron
chr7	55154011	55154152	EGFR	Exon/CDS
chr7	55154152	55155830	EGFR	Intron
chr7	55155830	55155946	EGFR	Exon/CDS
chr7	55155946	55156533	EGFR	Intron
chr7	55156533	55156659	EGFR	Exon/CDS
chr7	55156659	55156759	EGFR	Intron
chr7	55156759	55156832	EGFR	Exon/CDS
chr7	55156832	55157663	EGFR	Intron
chr7	55157663	55157753	EGFR	Exon/CDS
chr7	55157753	55160139	EGFR	Intron
chr7	55160139	55160338	EGFR	Exon/CDS
chr7	55160338	55161499	EGFR	Intron
chr7	55161499	55161631	EGFR	Exon/CDS
chr7	55161631	55163733	EGFR	Intron
chr7	55163733	55163823	EGFR	Exon/CDS
chr7	55163823	55165280	EGFR	Intron
chr7	55165280	55165437	EGFR	Exon/CDS
chr7	55165437	55171175	EGFR	Intron
chr7	55171175	55171213	EGFR	Exon/CDS
chr7	55171213	55172983	EGFR	Intron
chr7	55172983	55173124	EGFR	Exon/CDS
chr7	55173124	55173921	EGFR	Intron
chr7	55173921	55174043	EGFR	Exon/CDS
chr7	55174043	55174722	EGFR	Intron
chr7	55174722	55174820	EGFR	Exon/CDS
chr7	55174820	55181293	EGFR	Intron
chr7	55181293	55181478	EGFR	Exon/CDS
chr7	55181478	55191719	EGFR	Intron
chr7	55191719	55191874	EGFR	Exon/CDS
chr7	55191874	55192766	EGFR	Intron
chr7	55192766	55192841	EGFR	Exon/CDS
chr7	55192841	55198717	EGFR	Intron
chr7	55198717	55198863	EGFR	Exon/CDS
chr7	55198863	55200316	EGFR	Intron
chr7	55200316	55200413	EGFR	Exon/CDS
chr7	55200413	55201188	EGFR	Intron
chr7	55201188	55201355	EGFR	Exon/CDS
chr7	55201355	55201735	EGFR	Intron
chr7	55201735	55201782	EGFR	Exon/CDS
chr7	55201782	55202517	EGFR	Intron
chr7	55202517	55202625	EGFR	Exon/CDS
chr7	55202625	55205256	EGFR	Intron
chr7	55205256	55205617	EGFR	Exon/CDS
chr7	55205617	55211628	EGFR	Flanking Down
chr19	850014	852329	ELANE	Flanking Up
chr19	852329	852395	ELANE	Exon/CDS
chr19	852395	852876	ELANE	Intron
chr19	852876	853032	ELANE	Exon/CDS
chr19	853032	853262	ELANE	Intron
chr19	853262	853403	ELANE	Exon/CDS
chr19	853403	855564	ELANE	Intron
chr19	855564	855794	ELANE	Exon/CDS
chr19	855794	855958	ELANE	Intron
chr19	855958	856164	ELANE	Exon/CDS
chr19	856164	856247	ELANE	Flanking Down
chr9	108866898	108869115	ELP1	Flanking Up
chr9	108869115	108869182	ELP1	Exon/CDS
chr9	108869182	108874895	ELP1	Intron
chr9	108874895	108874970	ELP1	Exon/CDS
chr9	108874970	108877995	ELP1	Intron
chr9	108877995	108878149	ELP1	Exon/CDS
chr9	108878149	108878623	ELP1	Intron
chr9	108878623	108878750	ELP1	Exon/CDS
chr9	108878750	108879446	ELP1	Intron
chr9	108879446	108879557	ELP1	Exon/CDS
chr9	108879557	108880052	ELP1	Intron
chr9	108880052	108880165	ELP1	Exon/CDS
chr9	108880165	108881705	ELP1	Intron
chr9	108881705	108881765	ELP1	Exon/CDS
chr9	108881765	108882125	ELP1	Intron
chr9	108882125	108882187	ELP1	Exon/CDS
chr9	108882187	108889332	ELP1	Intron
chr9	108889332	108889393	ELP1	Exon/CDS
chr9	108889393	108891203	ELP1	Intron
chr9	108891203	108891404	ELP1	Exon/CDS
chr9	108891404	108892986	ELP1	Intron
chr9	108892986	108893083	ELP1	Exon/CDS
chr9	108893083	108893943	ELP1	Intron
chr9	108893943	108894066	ELP1	Exon/CDS
chr9	108894066	108896496	ELP1	Intron
chr9	108896496	108896644	ELP1	Exon/CDS
chr9	108896644	108896953	ELP1	Intron
chr9	108896953	108897038	ELP1	Exon/CDS
chr9	108897038	108897148	ELP1	Intron
chr9	108897148	108897285	ELP1	Exon/CDS
chr9	108897285	108898502	ELP1	Intron
chr9	108898502	108898581	ELP1	Exon/CDS
chr9	108898581	108898671	ELP1	Intron
chr9	108898671	108898749	ELP1	Exon/CDS
chr9	108898749	108899822	ELP1	Intron
chr9	108899822	108899895	ELP1	Exon/CDS
chr9	108899895	108900260	ELP1	Intron
chr9	108900260	108900375	ELP1	Exon/CDS
chr9	108900375	108901425	ELP1	Intron
chr9	108901425	108901530	ELP1	Exon/CDS
chr9	108901530	108901628	ELP1	Intron
chr9	108901628	108901681	ELP1	Exon/CDS
chr9	108901681	108902839	ELP1	Intron
chr9	108902839	108902942	ELP1	Exon/CDS
chr9	108902942	108903563	ELP1	Intron
chr9	108903563	108903669	ELP1	Exon/CDS
chr9	108903669	108906303	ELP1	Intron
chr9	108906303	108906485	ELP1	Exon/CDS
chr9	108906485	108908305	ELP1	Intron
chr9	108908305	108908404	ELP1	Exon/CDS
chr9	108908404	108911010	ELP1	Intron
chr9	108911010	108911180	ELP1	Exon/CDS
chr9	108911180	108912264	ELP1	Intron
chr9	108912264	108912494	ELP1	Exon/CDS
chr9	108912494	108916204	ELP1	Intron
chr9	108916204	108916297	ELP1	Exon/CDS
chr9	108916297	108917547	ELP1	Intron
chr9	108917547	108917670	ELP1	Exon/CDS
chr9	108917670	108918811	ELP1	Intron
chr9	108918811	108918901	ELP1	Exon/CDS
chr9	108918901	108919253	ELP1	Intron
chr9	108919253	108919349	ELP1	Exon/CDS
