gene	chrom	exon_start	exon_end	splice_start	splice_end
COL7A1	3	48586332	48586478	48586324	48586486
COL7A1	3	48586074	48586246	48586066	48586254
COL7A1	3	48585940	48585975	48585932	48585983
COL7A1	3	48585830	48585856	48585822	48585864
COL7A1	3	48585690	48585734	48585682	48585742
COL7A1	3	48585557	48585619	48585549	48585627
COL7A1	3	48585036	48585116	48585028	48585124
COL7A1	3	48584910	48584945	48584902	48584953
COL7A1	3	48584734	48584769	48584726	48584777
COL7A1	3	48584485	48584556	48584477	48584564
COL7A1	3	48584298	48584375	48584290	48584383
COL7A1	3	48584035	48584061	48584027	48584069
COL7A1	3	48583900	48583953	48583892	48583961
COL7A1	3	48583718	48583780	48583710	48583788
COL7A1	3	48583556	48583615	48583548	48583623
COL7A1	3	48583393	48583428	48583385	48583436
COL7A1	3	48583127	48583171	48583119	48583179
COL7A1	3	48583013	48583048	48583005	48583056
COL7A1	3	48582609	48582653	48582601	48582661
COL7A1	3	48582478	48582513	48582470	48582521
COL7A1	3	48582323	48582358	48582315	48582366
COL7A1	3	48581911	48581943	48581903	48581951
COL7A1	3	48581706	48581759	48581698	48581767
COL7A1	3	48581573	48581632	48581565	48581640
COL7A1	3	48581448	48581483	48581440	48581491
COL7A1	3	48581260	48581340	48581252	48581348
COL7A1	3	48581122	48581157	48581114	48581165
COL7A1	3	48580882	48580926	48580874	48580934
COL7A1	3	48580581	48580652	48580573	48580660
COL7A1	3	48580300	48580344	48580292	48580352
COL7A1	3	48580031	48580057	48580023	48580065
COL7A1	3	48579785	48579814	48579777	48579822
COL7A1	3	48579588	48579668	48579580	48579676
COL7A1	3	48579480	48579515	48579472	48579523
COL7A1	3	48579369	48579404	48579361	48579412
COL7A1	3	48579197	48579277	48579189	48579285
COL7A1	3	48578919	48578954	48578911	48578962
COL7A1	3	48578453	48578515	48578445	48578523
COL7A1	3	48578321	48578365	48578313	48578373
COL7A1	3	48576992	48577027	48576984	48577035
COL7A1	3	48576884	48576919	48576876	48576927
COL7A1	3	48576676	48576771	48576668	48576779
COL7A1	3	48576522	48576557	48576514	48576565
COL7A1	3	48576400	48576435	48576392	48576443
COL7A1	3	48576249	48576296	48576241	48576304
COL7A1	3	48575867	48575902	48575859	48575910
COL7A1	3	48575626	48575748	48575618	48575756
COL7A1	3	48575339	48575539	48575331	48575547
COL7A1	3	48575207	48575242	48575199	48575250
COL7A1	3	48575064	48575126	48575056	48575134
COL7A1	3	48574797	48574865	48574789	48574873
COL7A1	3	48574677	48574721	48574669	48574729
COL7A1	3	48574488	48574550	48574480	48574558
COL7A1	3	48574262	48574306	48574254	48574314
COL7A1	3	48573855	48573890	48573847	48573898
COL7A1	3	48573690	48573725	48573682	48573733
COL7A1	3	48573513	48573557	48573505	48573565
COL7A1	3	48573316	48573348	48573308	48573356
COL7A1	3	48573174	48573236	48573166	48573244
COL7A1	3	48573021	48573056	48573013	48573064
COL7A1	3	48572862	48572942	48572854	48572950
COL7A1	3	48572671	48572739	48572663	48572747
COL7A1	3	48572503	48572538	48572495	48572546
COL7A1	3	48572380	48572421	48572372	48572429
COL7A1	3	48572127	48572171	48572119	48572179
COL7A1	3	48572001	48572045	48571993	48572053
COL7A1	3	48571243	48571278	48571235	48571286
COL7A1	3	48571101	48571160	48571093	48571168
COL7A1	3	48570861	48570968	48570853	48570976
COL7A1	3	48570639	48570710	48570631	48570718
COL7A1	3	48570465	48570500	48570457	48570508
COL7A1	3	48570275	48570334	48570267	48570342
COL7A1	3	48570134	48570178	48570126	48570186
COL7A1	3	48569880	48569915	48569872	48569923
COL7A1	3	48569725	48569760	48569717	48569768
COL7A1	3	48569592	48569648	48569584	48569656
COL7A1	3	48569375	48569446	48569367	48569454
COL7A1	3	48568784	48568855	48568776	48568863
COL7A1	3	48568499	48568534	48568491	48568542
COL7A1	3	48568090	48568170	48568082	48568178
COL7A1	3	48567838	48567891	48567830	48567899
COL7A1	3	48567710	48567763	48567702	48567771
COL7A1	3	48567574	48567636	48567566	48567644
COL7A1	3	48567128	48567190	48567120	48567198
COL7A1	3	48566907	48567023	48566899	48567031
COL7A1	3	48566660	48566737	48566652	48566745
COL7A1	3	48566510	48566563	48566502	48566571
COL7A1	3	48566267	48566315	48566259	48566323
COL7A1	3	48565636	48565668	48565628	48565676
COL7A1	3	48565410	48565496	48565402	48565504
COL7A1	3	48565109	48565201	48565101	48565209
COL7A1	3	48564783	48564980	48564775	48564988
COL7A1	3	48564406	48564422	48564398	48564430
CSF3R	1	36479433	36479496	36479425	36479504
CSF3R	1	36475377	36475673	36475369	36475681
CSF3R	1	36473764	36473887	36473756	36473895
CSF3R	1	36473435	36473622	36473427	36473630
CSF3R	1	36472517	36472686	36472509	36472694
CSF3R	1	36472238	36472391	36472230	36472399
CSF3R	1	36472066	36472139	36472058	36472147
CSF3R	1	36471433	36471646	36471425	36471654
CSF3R	1	36469652	36469840	36469644	36469848
CSF3R	1	36469156	36469257	36469148	36469265
CSF3R	1	36468075	36468221	36468067	36468229
CSF3R	1	36467822	36467962	36467814	36467970
CSF3R	1	36467558	36467651	36467550	36467659
CSF3R	1	36467230	36467311	36467222	36467319
CSF3R	1	36466357	36466827	36466349	36466835
CTC1	17	8248004	8248036	8247996	8248044
CTC1	17	8242985	8243148	8242977	8243156
CTC1	17	8238392	8238629	8238384	8238637
CTC1	17	8238031	8238242	8238023	8238250
CTC1	17	8237375	8237519	8237367	8237527
CTC1	17	8236058	8236342	8236050	8236350
CTC1	17	8235831	8235959	8235823	8235967
CTC1	17	8235053	8235285	8235045	8235293
CTC1	17	8234749	8234926	8234741	8234934
CTC1	17	8234455	8234655	8234447	8234663
CTC1	17	8232906	8233032	8232898	8233040
CTC1	17	8232361	8232475	8232353	8232483
CTC1	17	8231903	8232227	8231895	8232235
CTC1	17	8231726	8231815	8231718	8231823
CTC1	17	8231276	8231469	8231268	8231477
CTC1	17	8230563	8230651	8230555	8230659
CTC1	17	8230294	8230468	8230286	8230476
CTC1	17	8229891	8229968	8229883	8229976
CTC1	17	8229302	8229446	8229294	8229454
CTC1	17	8229142	8229206	8229134	8229214
CTC1	17	8228727	8228892	8228719	8228900
CTC1	17	8228503	8228629	8228495	8228637
CTC1	17	8228180	8228319	8228172	8228327
CTNNA1	5	138781925	138782029	138781917	138782037
CTNNA1	5	138783177	138783372	138783169	138783380
CTNNA1	5	138810038	138810204	138810030	138810212
CTNNA1	5	138812183	138812302	138812175	138812310
CTNNA1	5	138824530	138824799	138824522	138824807
CTNNA1	5	138827515	138827718	138827507	138827726
CTNNA1	5	138886212	138886292	138886204	138886300
CTNNA1	5	138887490	138887642	138887482	138887650
CTNNA1	5	138904349	138904441	138904341	138904449
CTNNA1	5	138917742	138917898	138917734	138917906
CTNNA1	5	138924510	138924710	138924502	138924718
CTNNA1	5	138925256	138925407	138925248	138925415
CTNNA1	5	138929246	138929356	138929238	138929364
CTNNA1	5	138930473	138930654	138930465	138930662
CTNNA1	5	138930830	138930935	138930822	138930943
CTNNA1	5	138932578	138932712	138932570	138932720
CTNNA1	5	138933802	138934089	138933794	138934097
CTR9	11	10751413	10751457	10751405	10751465
CTR9	11	10752672	10752770	10752664	10752778
CTR9	11	10754958	10755197	10754950	10755205
CTR9	11	10755678	10755795	10755670	10755803
CTR9	11	10756749	10756838	10756741	10756846
CTR9	11	10760173	10760321	10760165	10760329
CTR9	11	10761947	10762054	10761939	10762062
CTR9	11	10763431	10763538	10763423	10763546
CTR9	11	10763643	10763879	10763635	10763887
CTR9	11	10764112	10764201	10764104	10764209
CTR9	11	10764308	10764436	10764300	10764444
CTR9	11	10764548	10764731	10764540	10764739
CTR9	11	10766402	10766490	10766394	10766498
CTR9	11	10767806	10767991	10767798	10767999
CTR9	11	10768074	10768161	10768066	10768169
CTR9	11	10768343	10768491	10768335	10768499
CTR9	11	10770210	10770326	10770202	10770334
CTR9	11	10770487	10770632	10770479	10770640
CTR9	11	10771545	10771616	10771537	10771624
CTR9	11	10772520	10772655	10772512	10772663
CTR9	11	10773127	10773273	10773119	10773281
CTR9	11	10774012	10774169	10774004	10774177
CTR9	11	10775207	10775303	10775199	10775311
CTR9	11	10775521	10775633	10775513	10775641
CTR9	11	10778679	10779105	10778671	10779113
CYLD	16	50749699	50750202	50749691	50750210
CYLD	16	50751604	50751906	50751596	50751914
CYLD	16	50754319	50754424	50754311	50754432
CYLD	16	50775166	50775174	50775158	50775182
CYLD	16	50776179	50776277	50776171	50776285
CYLD	16	50777825	50777941	50777817	50777949
CYLD	16	50779665	50780044	50779657	50780052
CYLD	16	50781246	50781411	50781238	50781419
CYLD	16	50782325	50782466	50782317	50782474
CYLD	16	50784329	50784451	50784321	50784459
CYLD	16	50786855	50786946	50786847	50786954
CYLD	16	50787786	50787852	50787778	50787860
CYLD	16	50791558	50791690	50791550	50791698
CYLD	16	50792597	50792705	50792589	50792713
CYLD	16	50793546	50793664	50793538	50793672
CYLD	16	50794212	50794428	50794204	50794436
CYLD	16	50796324	50796508	50796316	50796516
DDB2	11	47215137	47215263	47215129	47215271
DDB2	11	47216336	47216472	47216328	47216480
DDB2	11	47216858	47217049	47216850	47217057
DDB2	11	47232814	47232959	47232806	47232967
DDB2	11	47234573	47234672	47234565	47234680
DDB2	11	47234757	47234934	47234749	47234942
DDB2	11	47235270	47235412	47235262	47235420
DDB2	11	47237837	47238001	47237829	47238009
DDB2	11	47238138	47238183	47238130	47238191
DDB2	11	47238800	47238849	47238792	47238857
DDX41	5	177516919	177516945	177516911	177516953
DDX41	5	177516725	177516835	177516717	177516843
DDX41	5	177516288	177516447	177516280	177516455
DDX41	5	177516119	177516193	177516111	177516201
DDX41	5	177515929	177515989	177515921	177515997
DDX41	5	177515685	177515821	177515677	177515829
DDX41	5	177515186	177515258	177515178	177515266
DDX41	5	177514916	177515069	177514908	177515077
DDX41	5	177514701	177514837	177514693	177514845
DDX41	5	177513685	177513847	177513677	177513855
DDX41	5	177513353	177513484	177513345	177513492
DDX41	5	177513011	177513082	177513003	177513090
DDX41	5	177512780	177512876	177512772	177512884
DDX41	5	177512496	177512645	177512488	177512653
DDX41	5	177512322	177512393	177512314	177512401
DDX41	5	177512096	177512206	177512088	177512214
DDX41	5	177511791	177511927	177511783	177511935
DICER1	14	95133315	95133458	95133307	95133466
DICER1	14	95132515	95132677	95132507	95132685
DICER1	14	95131509	95131639	95131501	95131647
DICER1	14	95130058	95130192	95130050	95130200
DICER1	14	95129472	95129632	95129464	95129640
DICER1	14	95126580	95126748	95126572	95126756
DICER1	14	95124196	95124668	95124188	95124676
DICER1	14	95117622	95117754	95117614	95117762
DICER1	14	95116453	95116695	95116445	95116703
DICER1	14	95115667	95115821	95115659	95115829
DICER1	14	95113092	95113224	95113084	95113232
DICER1	14	95112172	95112247	95112164	95112255
DICER1	14	95111317	95111456	95111309	95111464
DICER1	14	95108324	95108503	95108316	95108511
DICER1	14	95107880	95108093	95107872	95108101
DICER1	14	95107608	95107761	95107600	95107769
DICER1	14	95106041	95106223	95106033	95106231
DICER1	14	95105678	95105783	95105670	95105791
DICER1	14	95105071	95105246	95105063	95105254
DICER1	14	95103346	95104126	95103338	95104134
DICER1	14	95099780	95099935	95099772	95099943
DICER1	14	95095825	95096713	95095817	95096721
DICER1	14	95093888	95094156	95093880	95094164
DICER1	14	95091203	95091365	95091195	95091373
DICER1	14	95091034	95091109	95091026	95091117
DICER1	14	95090498	95090663	95090490	95090671
DIS3L2	2	232014928	232014979	232014920	232014987
DIS3L2	2	232015514	232015671	232015506	232015679
DIS3L2	2	232024277	232024330	232024269	232024338
DIS3L2	2	232029979	232030080	232029971	232030088
DIS3L2	2	232087487	232087721	232087479	232087729
DIS3L2	2	232130619	232130719	232130611	232130727
DIS3L2	2	232136472	232136719	232136464	232136727
DIS3L2	2	232163459	232163632	232163451	232163640
DIS3L2	2	232210326	232210405	232210318	232210413
DIS3L2	2	232238533	232238645	232238525	232238653
DIS3L2	2	232249239	232249346	232249231	232249354
DIS3L2	2	232263207	232263440	232263199	232263448
DIS3L2	2	232300040	232300119	232300032	232300127
DIS3L2	2	232329813	232329996	232329805	232330004
DIS3L2	2	232330690	232330776	232330682	232330784
DIS3L2	2	232333840	232333987	232333832	232333995
DIS3L2	2	232334369	232334499	232334361	232334507
DIS3L2	2	232334631	232334735	232334623	232334743
DIS3L2	2	232335773	232335874	232335765	232335882
DIS3L2	2	232336469	232336630	232336461	232336638
DKC1	X	154762966	154762981	154762958	154762989
DKC1	X	154764899	154764966	154764891	154764974
DKC1	X	154765444	154765530	154765436	154765538
DKC1	X	154765907	154765998	154765899	154766006
DKC1	X	154766216	154766400	154766208	154766408
DKC1	X	154766997	154767061	154766989	154767069
DKC1	X	154767256	154767382	154767248	154767390
DKC1	X	154768302	154768432	154768294	154768440
DKC1	X	154769167	154769310	154769159	154769318
DKC1	X	154770759	154770879	154770751	154770887
DKC1	X	154773131	154773249	154773123	154773257
DKC1	X	154774602	154774705	154774594	154774713
DKC1	X	154775195	154775273	154775187	154775281
DKC1	X	154776187	154776324	154776179	154776332
DKC1	X	154776799	154776867	154776791	154776875
DNAH9	17	11598499	11598915	11598491	11598923
DNAH9	17	11608129	11608325	11608121	11608333
DNAH9	17	11610396	11610554	11610388	11610562
DNAH9	17	11611650	11611780	11611642	11611788
DNAH9	17	11617411	11617622	11617403	11617630
DNAH9	17	11619548	11619781	11619540	11619789
DNAH9	17	11629417	11629584	11629409	11629592
DNAH9	17	11632587	11632703	11632579	11632711
DNAH9	17	11636634	11636784	11636626	11636792
DNAH9	17	11640270	11640384	11640262	11640392
DNAH9	17	11644631	11644699	11644623	11644707
DNAH9	17	11647072	11647198	11647064	11647206
DNAH9	17	11651069	11651324	11651061	11651332
DNAH9	17	11652761	11653002	11652753	11653010
DNAH9	17	11664833	11664968	11664825	11664976
DNAH9	17	11669064	11669260	11669056	11669268
DNAH9	17	11669370	11669794	11669362	11669802
DNAH9	17	11679757	11679979	11679749	11679987
DNAH9	17	11680723	11680889	11680715	11680897
DNAH9	17	11689566	11690436	11689558	11690444
DNAH9	17	11693868	11693998	11693860	11694006
DNAH9	17	11694321	11694447	11694313	11694455
DNAH9	17	11699731	11699883	11699723	11699891
DNAH9	17	11701122	11701247	11701114	11701255
DNAH9	17	11704203	11704442	11704195	11704450
DNAH9	17	11705025	11705185	11705017	11705193
DNAH9	17	11719334	11719490	11719326	11719498
DNAH9	17	11727818	11727922	11727810	11727930
DNAH9	17	11738880	11739037	11738872	11739045
DNAH9	17	11742175	11742313	11742167	11742321
DNAH9	17	11744797	11745084	11744789	11745092
DNAH9	17	11747556	11747766	11747548	11747774
DNAH9	17	11752833	11752960	11752825	11752968
DNAH9	17	11756568	11756676	11756560	11756684
DNAH9	17	11757545	11757692	11757537	11757700
DNAH9	17	11763440	11763614	11763432	11763622
DNAH9	17	11768453	11768626	11768445	11768634
DNAH9	17	11769122	11769329	11769114	11769337
DNAH9	17	11781009	11781174	11781001	11781182
DNAH9	17	11783646	11783748	11783638	11783756
DNAH9	17	11784300	11784539	11784292	11784547
DNAH9	17	11793503	11793664	11793495	11793672
DNAH9	17	11797597	11797793	11797589	11797801
DNAH9	17	11807732	11807894	11807724	11807902
DNAH9	17	11810246	11810369	11810238	11810377
DNAH9	17	11821920	11822062	11821912	11822070
DNAH9	17	11822438	11822599	11822430	11822607
DNAH9	17	11822801	11823034	11822793	11823042
DNAH9	17	11834638	11834898	11834630	11834906
DNAH9	17	11854003	11854428	11853995	11854436
DNAH9	17	11869134	11869253	11869126	11869261
DNAH9	17	11871598	11871786	11871590	11871794
DNAH9	17	11874949	11875184	11874941	11875192
DNAH9	17	11880078	11880200	11880070	11880208
DNAH9	17	11881209	11881413	11881201	11881421
DNAH9	17	11883586	11883750	11883578	11883758
DNAH9	17	11886825	11886965	11886817	11886973
DNAH9	17	11891777	11891947	11891769	11891955
DNAH9	17	11894374	11894496	11894366	11894504
DNAH9	17	11902719	11902912	11902711	11902920
DNAH9	17	11905661	11905809	11905653	11905817
DNAH9	17	11923814	11923941	11923806	11923949
DNAH9	17	11929866	11930093	11929858	11930101
DNAH9	17	11932014	11932205	11932006	11932213
DNAH9	17	11933880	11934071	11933872	11934079
DNAH9	17	11937352	11937522	11937344	11937530
DNAH9	17	11942303	11942485	11942295	11942493
DNAH9	17	11961867	11962256	11961859	11962264
DNAH9	17	11969300	11969527	11969292	11969535
DNAJC21	5	34929820	34929916	34929812	34929924
DNAJC21	5	34933815	34933908	34933807	34933916
DNAJC21	5	34935710	34935833	34935702	34935841
DNAJC21	5	34936144	34936266	34936136	34936274
DNAJC21	5	34937326	34937630	34937318	34937638
DNAJC21	5	34938858	34939009	34938850	34939017
DNAJC21	5	34941096	34941183	34941088	34941191
DNAJC21	5	34944867	34945025	34944859	34945033
DNAJC21	5	34945761	34945803	34945753	34945811
DNAJC21	5	34950170	34950342	34950162	34950350
DNAJC21	5	34953926	34954001	34953918	34954009
DNAJC21	5	34954553	34954714	34954545	34954722
DOCK8	9	214977	215029	214969	215037
DOCK8	9	271627	271729	271619	271737
DOCK8	9	286461	286636	286453	286644
DOCK8	9	289510	289581	289502	289589
DOCK8	9	304581	304704	304573	304712
DOCK8	9	311954	312166	311946	312174
DOCK8	9	317043	317128	317035	317136
DOCK8	9	325671	325737	325663	325745
DOCK8	9	328022	328171	328014	328179
DOCK8	9	332398	332478	332390	332486
DOCK8	9	334225	334384	334217	334392
DOCK8	9	336582	336718	336574	336726
DOCK8	9	339006	339099	338998	339107
DOCK8	9	340159	340321	340151	340329
DOCK8	9	368018	368135	368010	368143
DOCK8	9	370230	370300	370222	370308
DOCK8	9	371428	371566	371420	371574
DOCK8	9	372185	372286	372177	372294
DOCK8	9	376210	376305	376202	376313
DOCK8	9	376977	377211	376969	377219
DOCK8	9	379771	379935	379763	379943
DOCK8	9	382513	382685	382505	382693
DOCK8	9	386331	386426	386323	386434
DOCK8	9	390471	390566	390463	390574
DOCK8	9	396785	396934	396777	396942
DOCK8	9	399146	399259	399138	399267
DOCK8	9	404918	405073	404910	405081
DOCK8	9	406930	407069	406922	407077
DOCK8	9	414782	414951	414774	414959
DOCK8	9	418068	418207	418060	418215
DOCK8	9	420401	420583	420393	420591
DOCK8	9	420949	421078	420941	421086
DOCK8	9	422048	422135	422040	422143
DOCK8	9	426885	426981	426877	426989
DOCK8	9	428362	428496	428354	428504
DOCK8	9	429702	429854	429694	429862
DOCK8	9	432166	432324	432158	432332
DOCK8	9	433875	433975	433867	433983
DOCK8	9	434783	434975	434775	434983
DOCK8	9	439245	439388	439237	439396
DOCK8	9	441286	441417	441278	441425
DOCK8	9	441875	442009	441867	442017
DOCK8	9	443427	443516	443419	443524
DOCK8	9	446370	446606	446362	446614
DOCK8	9	449784	449927	449776	449935
DOCK8	9	452011	452117	452003	452125
DOCK8	9	463517	463687	463509	463695
DOCK8	9	464159	464219	464151	464227
DPYD	1	97920884	97920922	97920876	97920930
DPYD	1	97883264	97883374	97883256	97883382
DPYD	1	97828114	97828196	97828106	97828204
DPYD	1	97740392	97740479	97740384	97740487
DPYD	1	97721510	97721671	97721502	97721679
DPYD	1	97699351	97699547	97699343	97699555
DPYD	1	97691717	97691798	97691709	97691806
DPYD	1	97679095	97679182	97679087	97679190
DPYD	1	97595059	97595166	97595051	97595174
DPYD	1	97593218	97593387	97593210	97593395
DPYD	1	97573760	97573970	97573752	97573978
DPYD	1	97549560	97549744	97549552	97549752
DPYD	1	97515726	97515941	97515718	97515949
DPYD	1	97450059	97450223	97450051	97450231
DPYD	1	97382393	97382461	97382385	97382469
DPYD	1	97373561	97373644	97373553	97373652
DPYD	1	97306177	97306297	97306169	97306305
DPYD	1	97305259	97305378	97305251	97305386
DPYD	1	97234852	97234994	97234844	97235002
DPYD	1	97193069	97193248	97193061	97193256
DPYD	1	97098489	97098632	97098481	97098640
DPYD	1	97082330	97082470	97082322	97082478
DPYD	1	97078976	97079146	97078968	97079154
EFL1	15	82261688	82261778	82261680	82261786
EFL1	15	82259088	82259155	82259080	82259163
EFL1	15	82252691	82252775	82252683	82252783
EFL1	15	82241270	82241403	82241262	82241411
EFL1	15	82240418	82240555	82240410	82240563
EFL1	15	82238307	82238521	82238299	82238529
EFL1	15	82230848	82230971	82230840	82230979
EFL1	15	82229034	82229110	82229026	82229118
EFL1	15	82228191	82228327	82228183	82228335
EFL1	15	82227450	82227572	82227442	82227580
EFL1	15	82225165	82225264	82225157	82225272
EFL1	15	82220078	82220229	82220070	82220237
EFL1	15	82219652	82219818	82219644	82219826
EFL1	15	82214717	82214855	82214709	82214863
EFL1	15	82163853	82163984	82163845	82163992
EFL1	15	82157713	82157860	82157705	82157868
EFL1	15	82151465	82152423	82151457	82152431
EFL1	15	82138658	82138842	82138650	82138850
EFL1	15	82130373	82130561	82130365	82130569
EGFR	7	55019278	55019365	55019270	55019373
EGFR	7	55142286	55142437	55142278	55142445
EGFR	7	55143305	55143488	55143297	55143496
EGFR	7	55146606	55146740	55146598	55146748
EGFR	7	55151294	55151362	55151286	55151370
EGFR	7	55152546	55152664	55152538	55152672
EGFR	7	55154011	55154152	55154003	55154160
EGFR	7	55155830	55155946	55155822	55155954
EGFR	7	55156533	55156659	55156525	55156667
EGFR	7	55156759	55156832	55156751	55156840
EGFR	7	55157663	55157753	55157655	55157761
EGFR	7	55160139	55160338	55160131	55160346
EGFR	7	55161499	55161631	55161491	55161639
EGFR	7	55163733	55163823	55163725	55163831
EGFR	7	55165280	55165437	55165272	55165445
EGFR	7	55171175	55171213	55171167	55171221
EGFR	7	55172983	55173124	55172975	55173132
EGFR	7	55173921	55174043	55173913	55174051
EGFR	7	55174722	55174820	55174714	55174828
EGFR	7	55181293	55181478	55181285	55181486
EGFR	7	55191719	55191874	55191711	55191882
EGFR	7	55192766	55192841	55192758	55192849
EGFR	7	55198717	55198863	55198709	55198871
EGFR	7	55200316	55200413	55200308	55200421
EGFR	7	55201188	55201355	55201180	55201363
EGFR	7	55201735	55201782	55201727	55201790
EGFR	7	55202517	55202625	55202509	55202633
EGFR	7	55205256	55205617	55205248	55205625
ELANE	19	852329	852395	852321	852403
ELANE	19	852876	853032	852868	853040
ELANE	19	853262	853403	853254	853411
ELANE	19	855564	855794	855556	855802
ELANE	19	855958	856164	855950	856172
ELP1	9	108930997	108931146	108930989	108931154
ELP1	9	108929769	108929921	108929761	108929929
ELP1	9	108927372	108927453	108927364	108927461
ELP1	9	108926523	108926603	108926515	108926611
ELP1	9	108922842	108922927	108922834	108922935
ELP1	9	108919253	108919349	108919245	108919357
ELP1	9	108918811	108918901	108918803	108918909
ELP1	9	108917547	108917670	108917539	108917678
ELP1	9	108916204	108916297	108916196	108916305
ELP1	9	108912264	108912494	108912256	108912502
ELP1	9	108911010	108911180	108911002	108911188
ELP1	9	108908305	108908404	108908297	108908412
ELP1	9	108906303	108906485	108906295	108906493
ELP1	9	108903563	108903669	108903555	108903677
ELP1	9	108902839	108902942	108902831	108902950
ELP1	9	108901628	108901681	108901620	108901689
ELP1	9	108901425	108901530	108901417	108901538
ELP1	9	108900260	108900375	108900252	108900383
ELP1	9	108899822	108899895	108899814	108899903
ELP1	9	108898671	108898749	108898663	108898757
ELP1	9	108898502	108898581	108898494	108898589
ELP1	9	108897148	108897285	108897140	108897293
ELP1	9	108896953	108897038	108896945	108897046
ELP1	9	108896496	108896644	108896488	108896652
ELP1	9	108893943	108894066	108893935	108894074
ELP1	9	108892986	108893083	108892978	108893091
ELP1	9	108891203	108891404	108891195	108891412
ELP1	9	108889332	108889393	108889324	108889401
ELP1	9	108882125	108882187	108882117	108882195
ELP1	9	108881705	108881765	108881697	108881773
ELP1	9	108880052	108880165	108880044	108880173
ELP1	9	108879446	108879557	108879438	108879565
ELP1	9	108878623	108878750	108878615	108878758
ELP1	9	108877995	108878149	108877987	108878157
ELP1	9	108874895	108874970	108874887	108874978
ELP1	9	108869115	108869182	108869107	108869190
EPCAM	2	47369506	47369581	47369498	47369589
EPCAM	2	47373463	47373570	47373455	47373578
EPCAM	2	47373808	47374048	47373800	47374056
EPCAM	2	47375234	47375299	47375226	47375307
EPCAM	2	47377014	47377077	47377006	47377085
EPCAM	2	47378953	47379054	47378945	47379062
EPCAM	2	47379769	47379969	47379761	47379977
EPCAM	2	47385166	47385210	47385158	47385218
EPCAM	2	47386572	47386613	47386564	47386621
ERCC1	19	45423270	45423374	45423262	45423382
ERCC1	19	45421178	45421393	45421170	45421401
ERCC1	19	45420324	45420427	45420316	45420435
ERCC1	19	45419098	45419197	45419090	45419205
ERCC1	19	45416821	45416897	45416813	45416905
ERCC1	19	45414861	45414960	45414853	45414968
ERCC1	19	45413963	45414034	45413955	45414042
ERCC1	19	45413677	45413745	45413669	45413753
ERCC1	19	45409675	45409725	45409667	45409733
ERCC2	19	45370536	45370540	45370528	45370548
ERCC2	19	45370133	45370232	45370125	45370240
ERCC2	19	45369070	45369147	45369062	45369155
ERCC2	19	45368930	45368992	45368922	45369000
ERCC2	19	45368630	45368743	45368622	45368751
ERCC2	19	45365042	45365158	45365034	45365166
ERCC2	19	45364838	45364954	45364830	45364962
ERCC2	19	45364424	45364547	45364416	45364555
ERCC2	19	45364235	45364331	45364227	45364339
ERCC2	19	45363986	45364119	45363978	45364127
ERCC2	19	45363743	45363911	45363735	45363919
ERCC2	19	45361524	45361642	45361516	45361650
ERCC2	19	45357630	45357699	45357622	45357707
ERCC2	19	45357474	45357543	45357466	45357551
ERCC2	19	45357270	45357371	45357262	45357379
ERCC2	19	45355665	45355728	45355657	45355736
ERCC2	19	45354730	45354851	45354722	45354859
ERCC2	19	45353242	45353334	45353234	45353342
ERCC2	19	45353083	45353155	45353075	45353163
ERCC2	19	45352746	45352816	45352738	45352824
ERCC2	19	45352506	45352649	45352498	45352657
ERCC2	19	45352209	45352352	45352201	45352360
ERCC2	19	45351629	45351721	45351621	45351729
ERCC3	2	127294054	127294081	127294046	127294089
ERCC3	2	127293513	127293718	127293505	127293726
ERCC3	2	127292610	127292846	127292602	127292854
ERCC3	2	127290224	127290273	127290216	127290281
ERCC3	2	127289689	127289824	127289681	127289832
ERCC3	2	127289337	127289501	127289329	127289509
ERCC3	2	127288660	127288864	127288652	127288872
ERCC3	2	127286703	127287017	127286695	127287025
ERCC3	2	127280447	127280631	127280439	127280639
ERCC3	2	127279173	127279375	127279165	127279383
ERCC3	2	127272865	127272961	127272857	127272969
ERCC3	2	127271336	127271453	127271328	127271461
ERCC3	2	127261228	127261346	127261220	127261354
ERCC3	2	127259296	127259448	127259288	127259456
ERCC3	2	127257596	127257727	127257588	127257735
ERCC4	16	13920166	13920372	13920158	13920380
ERCC4	16	13922031	13922211	13922023	13922219
ERCC4	16	13926561	13926756	13926553	13926764
ERCC4	16	13928028	13928235	13928020	13928243
ERCC4	16	13930710	13930890	13930702	13930898
ERCC4	16	13932157	13932285	13932149	13932293
ERCC4	16	13934192	13934302	13934184	13934310
ERCC4	16	13935146	13935743	13935138	13935751
ERCC4	16	13937766	13937858	13937758	13937866
ERCC4	16	13944723	13944835	13944715	13944843
ERCC4	16	13947614	13948347	13947606	13948355
ERCC5	13	102846267	102846354	102846259	102846362
ERCC5	13	102852118	102852293	102852110	102852301
ERCC5	13	102853757	102853872	102853749	102853880
ERCC5	13	102854288	102854374	102854280	102854382
ERCC5	13	102856052	102856112	102856044	102856120
ERCC5	13	102858275	102858418	102858267	102858426
ERCC5	13	102861507	102861714	102861499	102861722
ERCC5	13	102862030	102863103	102862022	102863111
ERCC5	13	102865667	102865911	102865659	102865919
ERCC5	13	102866262	102866381	102866254	102866389
ERCC5	13	102866632	102866845	102866624	102866853
ERCC5	13	102868113	102868257	102868105	102868265
ERCC5	13	102872198	102872398	102872190	102872406
ERCC5	13	102873259	102873343	102873251	102873351
